,3P,3PA,AST,BLK,FG,FGA,FT,FTA,ORB,PF,PTS,STL,TOV,TRB,is_Home,Team_Win,Team,opp_TRB,opp_3P,opp_3PA,opp_AST,opp_BLK,opp_FG,opp_FGA,opp_FT,opp_FTA,opp_PTS,opp_ORB,opp_STL,opp_PF,opp_TOV,opponent,Game_Id
278,5.0,16.0,22.0,3.0,33.0,75.0,22.0,30.0,10.0,21.0,93.0,5.0,11.0,38.0,0,0,Toronto,42.0,8.0,21.0,15.0,5.0,43.0,84.0,17.0,23.0,111.0,13.0,6.0,19.0,8.0,Utah,11/15/2014_Toronto_Utah
279,8.0,21.0,15.0,5.0,43.0,84.0,17.0,23.0,13.0,19.0,111.0,6.0,8.0,42.0,1,1,Utah,38.0,5.0,16.0,22.0,3.0,33.0,75.0,22.0,30.0,93.0,10.0,5.0,21.0,11.0,Toronto,11/15/2014_Toronto_Utah
280,7.0,17.0,14.0,2.0,37.0,78.0,12.0,18.0,9.0,21.0,93.0,5.0,15.0,40.0,0,0,Washington,40.0,3.0,10.0,31.0,8.0,42.0,84.0,11.0,16.0,98.0,9.0,5.0,16.0,11.0,Orlando,11/15/2014_Washington_Orlando
281,3.0,10.0,31.0,8.0,42.0,84.0,11.0,16.0,9.0,16.0,98.0,5.0,11.0,40.0,1,1,Orlando,40.0,7.0,17.0,14.0,2.0,37.0,78.0,12.0,18.0,93.0,9.0,5.0,21.0,15.0,Washington,11/15/2014_Washington_Orlando
282,14.0,28.0,32.0,5.0,46.0,86.0,30.0,34.0,11.0,26.0,136.0,4.0,16.0,51.0,0,1,LA Lakers,48.0,3.0,16.0,17.0,4.0,39.0,99.0,34.0,43.0,115.0,20.0,9.0,27.0,7.0,Golden State,11/16/2014_LA Lakers_Golden State
283,3.0,16.0,17.0,4.0,39.0,99.0,34.0,43.0,20.0,27.0,115.0,9.0,7.0,48.0,1,0,Golden State,51.0,14.0,28.0,32.0,5.0,46.0,86.0,30.0,34.0,136.0,11.0,4.0,26.0,16.0,LA Lakers,11/16/2014_LA Lakers_Golden State
284,5.0,18.0,16.0,1.0,35.0,74.0,16.0,26.0,5.0,24.0,91.0,11.0,16.0,40.0,0,1,Miami,40.0,11.0,25.0,19.0,6.0,30.0,73.0,13.0,22.0,84.0,6.0,10.0,20.0,17.0,Milwaukee,11/16/2014_Miami_Milwaukee
285,11.0,25.0,19.0,6.0,30.0,73.0,13.0,22.0,6.0,20.0,84.0,10.0,17.0,40.0,1,0,Milwaukee,40.0,5.0,18.0,16.0,1.0,35.0,74.0,16.0,26.0,91.0,5.0,11.0,24.0,16.0,Miami,11/16/2014_Miami_Milwaukee
286,13.0,34.0,20.0,0.0,32.0,82.0,16.0,26.0,10.0,21.0,93.0,9.0,17.0,39.0,0,0,New York,43.0,6.0,14.0,16.0,3.0,41.0,76.0,21.0,27.0,109.0,8.0,9.0,22.0,15.0,Denver,11/16/2014_New York_Denver
287,6.0,14.0,16.0,3.0,41.0,76.0,21.0,27.0,8.0,22.0,109.0,9.0,15.0,43.0,1,1,Denver,39.0,13.0,34.0,20.0,0.0,32.0,82.0,16.0,26.0,93.0,10.0,9.0,21.0,17.0,New York,11/16/2014_New York_Denver
288,7.0,35.0,11.0,6.0,23.0,80.0,16.0,30.0,22.0,23.0,69.0,5.0,14.0,54.0,0,1,Oklahoma City,45.0,3.0,19.0,14.0,15.0,20.0,68.0,22.0,28.0,65.0,11.0,6.0,30.0,15.0,Houston,11/16/2014_Oklahoma City_Houston
289,3.0,19.0,14.0,15.0,20.0,68.0,22.0,28.0,11.0,30.0,65.0,6.0,15.0,45.0,1,0,Houston,54.0,7.0,35.0,11.0,6.0,23.0,80.0,16.0,30.0,69.0,22.0,5.0,23.0,14.0,Oklahoma City,11/16/2014_Oklahoma City_Houston
290,9.0,21.0,30.0,2.0,48.0,93.0,13.0,16.0,8.0,23.0,118.0,11.0,18.0,40.0,0,1,Boston,44.0,4.0,10.0,28.0,4.0,45.0,87.0,20.0,31.0,114.0,11.0,10.0,19.0,18.0,Phoenix,11/17/2014_Boston_Phoenix
291,4.0,10.0,28.0,4.0,45.0,87.0,20.0,31.0,11.0,19.0,114.0,10.0,18.0,44.0,1,0,Phoenix,40.0,9.0,21.0,30.0,2.0,48.0,93.0,13.0,16.0,118.0,8.0,11.0,23.0,18.0,Boston,11/17/2014_Boston_Phoenix
292,9.0,27.0,19.0,2.0,31.0,72.0,24.0,27.0,10.0,24.0,95.0,6.0,14.0,41.0,0,1,Brooklyn,35.0,9.0,23.0,18.0,5.0,29.0,70.0,16.0,26.0,83.0,11.0,10.0,19.0,12.0,Miami,11/17/2014_Brooklyn_Miami
293,9.0,23.0,18.0,5.0,29.0,70.0,16.0,26.0,11.0,19.0,83.0,10.0,12.0,35.0,1,0,Miami,41.0,9.0,27.0,19.0,2.0,31.0,72.0,24.0,27.0,95.0,10.0,6.0,24.0,14.0,Brooklyn,11/17/2014_Brooklyn_Miami
294,10.0,28.0,32.0,4.0,43.0,84.0,11.0,16.0,10.0,18.0,107.0,7.0,7.0,50.0,0,1,Charlotte,35.0,10.0,22.0,22.0,3.0,32.0,80.0,6.0,13.0,80.0,7.0,1.0,17.0,11.0,Dallas,11/17/2014_Charlotte_Dallas
295,10.0,22.0,22.0,3.0,32.0,80.0,6.0,13.0,7.0,17.0,80.0,1.0,11.0,35.0,1,0,Dallas,50.0,10.0,28.0,32.0,4.0,43.0,84.0,11.0,16.0,107.0,10.0,7.0,18.0,7.0,Charlotte,11/17/2014_Charlotte_Dallas
296,12.0,31.0,25.0,4.0,41.0,85.0,12.0,15.0,9.0,18.0,106.0,10.0,15.0,39.0,0,1,Cleveland,42.0,10.0,29.0,18.0,8.0,34.0,79.0,19.0,23.0,97.0,9.0,7.0,15.0,15.0,Denver,11/17/2014_Cleveland_Denver
297,10.0,29.0,18.0,8.0,34.0,79.0,19.0,23.0,9.0,15.0,97.0,7.0,15.0,42.0,1,0,Denver,39.0,12.0,31.0,25.0,4.0,41.0,85.0,12.0,15.0,106.0,9.0,10.0,18.0,15.0,Cleveland,11/17/2014_Cleveland_Denver
298,13.0,26.0,33.0,2.0,41.0,79.0,12.0,15.0,6.0,21.0,107.0,9.0,11.0,39.0,0,1,Detroit,41.0,11.0,24.0,17.0,4.0,32.0,80.0,18.0,24.0,93.0,10.0,5.0,19.0,14.0,Orlando,11/17/2014_Detroit_Orlando
299,11.0,24.0,17.0,4.0,32.0,80.0,18.0,24.0,10.0,19.0,93.0,5.0,14.0,41.0,1,0,Orlando,39.0,13.0,26.0,33.0,2.0,41.0,79.0,12.0,15.0,107.0,6.0,9.0,21.0,11.0,Detroit,11/17/2014_Detroit_Orlando
300,10.0,26.0,28.0,2.0,39.0,80.0,17.0,25.0,9.0,24.0,105.0,7.0,8.0,45.0,0,1,LA Clippers,40.0,7.0,23.0,20.0,5.0,36.0,81.0,10.0,22.0,89.0,9.0,2.0,21.0,12.0,Chicago,11/17/2014_LA Clippers_Chicago
301,7.0,23.0,20.0,5.0,36.0,81.0,10.0,22.0,9.0,21.0,89.0,2.0,12.0,40.0,1,0,Chicago,45.0,10.0,26.0,28.0,2.0,39.0,80.0,17.0,25.0,105.0,9.0,7.0,24.0,8.0,LA Clippers,11/17/2014_LA Clippers_Chicago
302,8.0,34.0,24.0,4.0,34.0,78.0,17.0,21.0,10.0,19.0,93.0,6.0,21.0,35.0,0,0,Memphis,38.0,7.0,17.0,27.0,5.0,46.0,86.0,20.0,22.0,119.0,10.0,14.0,19.0,10.0,Houston,11/17/2014_Memphis_Houston
303,7.0,17.0,27.0,5.0,46.0,86.0,20.0,22.0,10.0,19.0,119.0,14.0,10.0,38.0,1,1,Houston,35.0,8.0,34.0,24.0,4.0,34.0,78.0,17.0,21.0,93.0,10.0,6.0,19.0,21.0,Memphis,11/17/2014_Memphis_Houston
304,5.0,19.0,16.0,4.0,38.0,85.0,12.0,19.0,13.0,23.0,93.0,11.0,11.0,41.0,0,0,Portland,43.0,7.0,19.0,20.0,1.0,38.0,76.0,19.0,23.0,102.0,10.0,7.0,21.0,18.0,New Orleans,11/17/2014_Portland_New Orleans
305,7.0,19.0,20.0,1.0,38.0,76.0,19.0,23.0,10.0,21.0,102.0,7.0,18.0,43.0,1,1,New Orleans,41.0,5.0,19.0,16.0,4.0,38.0,85.0,12.0,19.0,93.0,13.0,11.0,23.0,11.0,Portland,11/17/2014_Portland_New Orleans
306,4.0,26.0,15.0,4.0,27.0,83.0,17.0,24.0,5.0,18.0,75.0,11.0,13.0,39.0,0,0,San Antonio,52.0,10.0,26.0,27.0,8.0,36.0,81.0,18.0,21.0,100.0,6.0,9.0,17.0,17.0,Philadelphia,11/17/2014_San Antonio_Philadelphia
307,10.0,26.0,27.0,8.0,36.0,81.0,18.0,21.0,6.0,17.0,100.0,9.0,17.0,52.0,1,1,Philadelphia,39.0,4.0,26.0,15.0,4.0,27.0,83.0,17.0,24.0,75.0,5.0,11.0,18.0,13.0,San Antonio,11/17/2014_San Antonio_Philadelphia
308,6.0,17.0,24.0,0.0,47.0,87.0,14.0,22.0,13.0,24.0,114.0,7.0,11.0,44.0,0,1,Atlanta,38.0,9.0,27.0,22.0,3.0,41.0,85.0,18.0,23.0,109.0,13.0,7.0,17.0,10.0,LA Lakers,11/18/2014_Atlanta_LA Lakers
309,9.0,27.0,22.0,3.0,41.0,85.0,18.0,23.0,13.0,17.0,109.0,7.0,10.0,38.0,1,0,LA Lakers,44.0,6.0,17.0,24.0,0.0,47.0,87.0,14.0,22.0,114.0,13.0,7.0,24.0,11.0,Atlanta,11/18/2014_Atlanta_LA Lakers
310,11.0,25.0,30.0,3.0,44.0,80.0,14.0,19.0,11.0,22.0,113.0,9.0,12.0,28.0,0,0,Milwaukee,44.0,9.0,17.0,30.0,0.0,43.0,78.0,22.0,27.0,117.0,17.0,5.0,24.0,16.0,New York,11/18/2014_Milwaukee_New York
311,9.0,17.0,30.0,0.0,43.0,78.0,22.0,27.0,17.0,24.0,117.0,5.0,16.0,44.0,1,1,New York,28.0,11.0,25.0,30.0,3.0,44.0,80.0,14.0,19.0,113.0,11.0,9.0,22.0,12.0,Milwaukee,11/18/2014_Milwaukee_New York
312,9.0,24.0,21.0,6.0,39.0,79.0,19.0,24.0,4.0,25.0,106.0,6.0,6.0,32.0,0,1,Sacramento,52.0,4.0,11.0,23.0,2.0,38.0,86.0,20.0,29.0,100.0,17.0,3.0,15.0,15.0,New Orleans,11/18/2014_Sacramento_New Orleans
313,4.0,11.0,23.0,2.0,38.0,86.0,20.0,29.0,17.0,15.0,100.0,3.0,15.0,52.0,1,0,New Orleans,32.0,9.0,24.0,21.0,6.0,39.0,79.0,19.0,24.0,106.0,4.0,6.0,25.0,6.0,Sacramento,11/18/2014_Sacramento_New Orleans
314,8.0,23.0,17.0,6.0,30.0,84.0,13.0,19.0,12.0,22.0,81.0,8.0,13.0,44.0,0,0,Utah,55.0,10.0,24.0,22.0,4.0,35.0,81.0,18.0,26.0,98.0,12.0,8.0,17.0,13.0,Oklahoma City,11/18/2014_Utah_Oklahoma City
315,10.0,24.0,22.0,4.0,35.0,81.0,18.0,26.0,12.0,17.0,98.0,8.0,13.0,55.0,1,1,Oklahoma City,44.0,8.0,23.0,17.0,6.0,30.0,84.0,13.0,19.0,81.0,12.0,8.0,22.0,13.0,Utah,11/18/2014_Utah_Oklahoma City
316,5.0,24.0,23.0,4.0,48.0,108.0,21.0,28.0,16.0,28.0,122.0,12.0,13.0,51.0,0,1,Brooklyn,49.0,9.0,31.0,26.0,6.0,44.0,92.0,21.0,29.0,118.0,10.0,7.0,25.0,20.0,Milwaukee,11/19/2014_Brooklyn_Milwaukee
317,9.0,31.0,26.0,6.0,44.0,92.0,21.0,29.0,10.0,25.0,118.0,7.0,20.0,49.0,1,0,Milwaukee,51.0,5.0,24.0,23.0,4.0,48.0,108.0,21.0,28.0,122.0,16.0,12.0,28.0,13.0,Brooklyn,11/19/2014_Brooklyn_Milwaukee
318,5.0,16.0,26.0,4.0,35.0,74.0,17.0,25.0,10.0,20.0,92.0,11.0,15.0,42.0,0,1,Cleveland,38.0,7.0,18.0,23.0,5.0,37.0,83.0,9.0,13.0,90.0,10.0,7.0,21.0,16.0,San Antonio,11/19/2014_Cleveland_San Antonio
319,7.0,18.0,23.0,5.0,37.0,83.0,9.0,13.0,10.0,21.0,90.0,7.0,16.0,38.0,1,0,San Antonio,42.0,5.0,16.0,26.0,4.0,35.0,74.0,17.0,25.0,92.0,10.0,11.0,20.0,15.0,Cleveland,11/19/2014_Cleveland_San Antonio
320,10.0,23.0,21.0,0.0,36.0,79.0,18.0,25.0,13.0,24.0,100.0,5.0,10.0,39.0,0,0,Denver,42.0,10.0,29.0,25.0,5.0,40.0,82.0,17.0,22.0,107.0,12.0,6.0,20.0,8.0,Oklahoma City,11/19/2014_Denver_Oklahoma City
321,10.0,29.0,25.0,5.0,40.0,82.0,17.0,22.0,12.0,20.0,107.0,6.0,8.0,42.0,1,1,Oklahoma City,39.0,10.0,23.0,21.0,0.0,36.0,79.0,18.0,25.0,100.0,13.0,5.0,24.0,10.0,Denver,11/19/2014_Denver_Oklahoma City
322,4.0,15.0,21.0,4.0,37.0,75.0,10.0,13.0,5.0,22.0,88.0,10.0,17.0,41.0,0,1,Detroit,43.0,7.0,25.0,21.0,1.0,33.0,87.0,13.0,19.0,86.0,15.0,9.0,16.0,14.0,Phoenix,11/19/2014_Detroit_Phoenix
323,7.0,25.0,21.0,1.0,33.0,87.0,13.0,19.0,15.0,16.0,86.0,9.0,14.0,43.0,1,0,Phoenix,41.0,4.0,15.0,21.0,4.0,37.0,75.0,10.0,13.0,88.0,5.0,10.0,22.0,17.0,Detroit,11/19/2014_Detroit_Phoenix
324,5.0,20.0,17.0,3.0,37.0,91.0,19.0,23.0,14.0,18.0,98.0,8.0,13.0,47.0,0,1,Houston,38.0,15.0,38.0,20.0,6.0,30.0,74.0,17.0,23.0,92.0,6.0,8.0,25.0,17.0,LA Lakers,11/19/2014_Houston_LA Lakers
325,15.0,38.0,20.0,6.0,30.0,74.0,17.0,23.0,6.0,25.0,92.0,8.0,17.0,38.0,1,0,LA Lakers,47.0,5.0,20.0,17.0,3.0,37.0,91.0,19.0,23.0,98.0,14.0,8.0,18.0,13.0,Houston,11/19/2014_Houston_LA Lakers
326,5.0,14.0,18.0,6.0,37.0,86.0,7.0,12.0,12.0,21.0,86.0,6.0,5.0,41.0,0,0,Indiana,51.0,2.0,15.0,15.0,3.0,35.0,78.0,16.0,24.0,88.0,14.0,3.0,13.0,11.0,Charlotte,11/19/2014_Indiana_Charlotte
327,2.0,15.0,15.0,3.0,35.0,78.0,16.0,24.0,14.0,13.0,88.0,3.0,11.0,51.0,1,1,Charlotte,41.0,5.0,14.0,18.0,6.0,37.0,86.0,7.0,12.0,86.0,12.0,6.0,21.0,5.0,Indiana,11/19/2014_Indiana_Charlotte
328,9.0,16.0,19.0,3.0,34.0,69.0,22.0,28.0,8.0,22.0,99.0,6.0,22.0,33.0,0,0,Minnesota,35.0,11.0,22.0,26.0,2.0,44.0,89.0,16.0,22.0,115.0,15.0,15.0,23.0,14.0,New York,11/19/2014_Minnesota_New York
329,11.0,22.0,26.0,2.0,44.0,89.0,16.0,22.0,15.0,23.0,115.0,15.0,14.0,35.0,1,1,New York,33.0,9.0,16.0,19.0,3.0,34.0,69.0,22.0,28.0,99.0,8.0,6.0,22.0,22.0,Minnesota,11/19/2014_Minnesota_New York
330,12.0,21.0,24.0,9.0,45.0,84.0,12.0,16.0,2.0,19.0,114.0,8.0,7.0,39.0,0,1,Orlando,48.0,8.0,24.0,21.0,1.0,34.0,86.0,14.0,18.0,90.0,11.0,5.0,17.0,13.0,LA Clippers,11/19/2014_Orlando_LA Clippers
331,8.0,24.0,21.0,1.0,34.0,86.0,14.0,18.0,11.0,17.0,90.0,5.0,13.0,48.0,1,0,LA Clippers,39.0,12.0,21.0,24.0,9.0,45.0,84.0,12.0,16.0,114.0,2.0,8.0,19.0,7.0,Orlando,11/19/2014_Orlando_LA Clippers
332,6.0,20.0,32.0,4.0,41.0,83.0,13.0,21.0,7.0,19.0,101.0,11.0,15.0,44.0,0,1,Philadelphia,44.0,7.0,21.0,22.0,2.0,34.0,86.0,15.0,21.0,90.0,9.0,10.0,20.0,15.0,Boston,11/19/2014_Philadelphia_Boston
333,7.0,21.0,22.0,2.0,34.0,86.0,15.0,21.0,9.0,20.0,90.0,10.0,15.0,44.0,1,0,Boston,44.0,6.0,20.0,32.0,4.0,41.0,83.0,13.0,21.0,101.0,7.0,11.0,19.0,15.0,Philadelphia,11/19/2014_Philadelphia_Boston
334,3.0,10.0,16.0,4.0,35.0,80.0,19.0,26.0,15.0,16.0,92.0,8.0,13.0,50.0,0,0,Toronto,35.0,9.0,26.0,24.0,6.0,38.0,83.0,11.0,13.0,96.0,7.0,9.0,20.0,8.0,Memphis,11/19/2014_Toronto_Memphis
335,9.0,26.0,24.0,6.0,38.0,83.0,11.0,13.0,7.0,20.0,96.0,9.0,8.0,35.0,1,1,Memphis,50.0,3.0,10.0,16.0,4.0,35.0,80.0,19.0,26.0,92.0,15.0,8.0,16.0,13.0,Toronto,11/19/2014_Toronto_Memphis
336,12.0,28.0,18.0,5.0,34.0,82.0,25.0,29.0,10.0,19.0,105.0,5.0,12.0,44.0,0,1,Washington,42.0,10.0,22.0,25.0,3.0,37.0,84.0,18.0,21.0,102.0,9.0,8.0,27.0,13.0,Dallas,11/19/2014_Washington_Dallas
337,10.0,22.0,25.0,3.0,37.0,84.0,18.0,21.0,9.0,27.0,102.0,8.0,13.0,42.0,1,0,Dallas,44.0,12.0,28.0,18.0,5.0,34.0,82.0,25.0,29.0,105.0,10.0,5.0,19.0,12.0,Washington,11/19/2014_Washington_Dallas
338,13.0,31.0,31.0,0.0,43.0,77.0,11.0,17.0,4.0,21.0,110.0,6.0,13.0,35.0,0,1,Miami,30.0,6.0,26.0,11.0,3.0,30.0,67.0,27.0,31.0,93.0,6.0,10.0,15.0,12.0,LA Clippers,11/20/2014_Miami_LA Clippers
339,6.0,26.0,11.0,3.0,30.0,67.0,27.0,31.0,6.0,15.0,93.0,10.0,12.0,30.0,1,0,LA Clippers,35.0,13.0,31.0,31.0,0.0,43.0,77.0,11.0,17.0,110.0,4.0,6.0,21.0,13.0,Miami,11/20/2014_Miami_LA Clippers
340,5.0,19.0,23.0,4.0,36.0,84.0,11.0,16.0,13.0,26.0,88.0,6.0,14.0,42.0,0,0,Sacramento,40.0,4.0,6.0,26.0,4.0,38.0,74.0,23.0,27.0,103.0,7.0,5.0,21.0,13.0,Chicago,11/20/2014_Sacramento_Chicago
341,4.0,6.0,26.0,4.0,38.0,74.0,23.0,27.0,7.0,21.0,103.0,5.0,13.0,40.0,1,1,Chicago,42.0,5.0,19.0,23.0,4.0,36.0,84.0,11.0,16.0,88.0,13.0,6.0,26.0,14.0,Sacramento,11/20/2014_Sacramento_Chicago
342,4.0,21.0,12.0,3.0,31.0,83.0,23.0,24.0,13.0,20.0,89.0,6.0,12.0,45.0,0,0,Atlanta,46.0,5.0,24.0,20.0,5.0,38.0,80.0,18.0,26.0,99.0,8.0,7.0,18.0,9.0,Detroit,11/21/2014_Atlanta_Detroit
343,5.0,24.0,20.0,5.0,38.0,80.0,18.0,26.0,8.0,18.0,99.0,7.0,9.0,46.0,1,1,Detroit,45.0,4.0,21.0,12.0,3.0,31.0,83.0,23.0,24.0,89.0,13.0,6.0,20.0,12.0,Atlanta,11/21/2014_Atlanta_Detroit
344,4.0,16.0,12.0,5.0,39.0,82.0,23.0,32.0,6.0,15.0,105.0,2.0,8.0,43.0,0,1,Charlotte,45.0,7.0,20.0,22.0,7.0,42.0,91.0,9.0,15.0,100.0,10.0,4.0,26.0,7.0,Orlando,11/21/2014_Charlotte_Orlando
345,7.0,20.0,22.0,7.0,42.0,91.0,9.0,15.0,10.0,26.0,100.0,4.0,7.0,45.0,1,0,Orlando,43.0,4.0,16.0,12.0,5.0,39.0,82.0,23.0,32.0,105.0,6.0,2.0,15.0,8.0,Charlotte,11/21/2014_Charlotte_Orlando
346,5.0,13.0,24.0,4.0,44.0,85.0,13.0,21.0,13.0,24.0,106.0,3.0,10.0,33.0,0,0,Dallas,39.0,18.0,35.0,37.0,2.0,51.0,82.0,20.0,28.0,140.0,11.0,4.0,16.0,9.0,LA Lakers,11/21/2014_Dallas_LA Lakers
347,18.0,35.0,37.0,2.0,51.0,82.0,20.0,28.0,11.0,16.0,140.0,4.0,9.0,39.0,1,1,LA Lakers,33.0,5.0,13.0,24.0,4.0,44.0,85.0,13.0,21.0,106.0,13.0,3.0,24.0,10.0,Dallas,11/21/2014_Dallas_LA Lakers
348,5.0,16.0,19.0,3.0,31.0,78.0,30.0,34.0,8.0,22.0,97.0,7.0,12.0,40.0,0,0,Denver,41.0,11.0,24.0,24.0,10.0,43.0,82.0,20.0,25.0,117.0,8.0,8.0,24.0,10.0,New Orleans,11/21/2014_Denver_New Orleans
349,11.0,24.0,24.0,10.0,43.0,82.0,20.0,25.0,8.0,24.0,117.0,8.0,10.0,41.0,1,1,New Orleans,40.0,5.0,16.0,19.0,3.0,31.0,78.0,30.0,34.0,97.0,8.0,7.0,22.0,12.0,Denver,11/21/2014_Denver_New Orleans
350,6.0,17.0,26.0,5.0,35.0,82.0,12.0,19.0,14.0,16.0,88.0,12.0,19.0,45.0,0,0,Golden State,40.0,6.0,23.0,28.0,5.0,41.0,82.0,13.0,19.0,101.0,6.0,10.0,18.0,13.0,Utah,11/21/2014_Golden State_Utah
351,6.0,23.0,28.0,5.0,41.0,82.0,13.0,19.0,6.0,18.0,101.0,10.0,13.0,40.0,1,1,Utah,45.0,6.0,17.0,26.0,5.0,35.0,82.0,12.0,19.0,88.0,14.0,12.0,16.0,19.0,Golden State,11/21/2014_Golden State_Utah
352,9.0,27.0,22.0,7.0,38.0,88.0,15.0,21.0,9.0,14.0,100.0,7.0,12.0,38.0,0,0,Memphis,50.0,8.0,16.0,31.0,4.0,48.0,91.0,13.0,14.0,117.0,9.0,4.0,16.0,14.0,Boston,11/21/2014_Memphis_Boston
353,8.0,16.0,31.0,4.0,48.0,91.0,13.0,14.0,9.0,16.0,117.0,4.0,14.0,50.0,1,1,Boston,38.0,9.0,27.0,22.0,7.0,38.0,88.0,15.0,21.0,100.0,9.0,7.0,14.0,12.0,Memphis,11/21/2014_Memphis_Boston
354,13.0,21.0,26.0,11.0,46.0,84.0,16.0,18.0,14.0,22.0,121.0,6.0,20.0,53.0,0,1,Minnesota,34.0,4.0,13.0,16.0,3.0,37.0,90.0,14.0,22.0,92.0,11.0,12.0,17.0,11.0,San Antonio,11/21/2014_Minnesota_San Antonio
355,4.0,13.0,16.0,3.0,37.0,90.0,14.0,22.0,11.0,17.0,92.0,12.0,11.0,34.0,1,0,San Antonio,53.0,13.0,21.0,26.0,11.0,46.0,84.0,16.0,18.0,121.0,14.0,6.0,22.0,20.0,Minnesota,11/21/2014_Minnesota_San Antonio
356,5.0,15.0,17.0,6.0,31.0,67.0,27.0,30.0,10.0,17.0,94.0,2.0,18.0,38.0,0,1,Oklahoma City,36.0,4.0,20.0,18.0,9.0,38.0,85.0,12.0,19.0,92.0,13.0,9.0,25.0,13.0,Brooklyn,11/21/2014_Oklahoma City_Brooklyn
357,4.0,20.0,18.0,9.0,38.0,85.0,12.0,19.0,13.0,25.0,92.0,9.0,13.0,36.0,1,0,Brooklyn,38.0,5.0,15.0,17.0,6.0,31.0,67.0,27.0,30.0,94.0,10.0,2.0,17.0,18.0,Oklahoma City,11/21/2014_Oklahoma City_Brooklyn
358,13.0,31.0,24.0,0.0,44.0,86.0,21.0,23.0,11.0,25.0,122.0,11.0,13.0,46.0,0,1,Philadelphia,39.0,4.0,23.0,18.0,1.0,36.0,78.0,20.0,33.0,96.0,10.0,10.0,23.0,17.0,Phoenix,11/21/2014_Philadelphia_Phoenix
359,4.0,23.0,18.0,1.0,36.0,78.0,20.0,33.0,10.0,23.0,96.0,10.0,17.0,39.0,1,0,Phoenix,46.0,13.0,31.0,24.0,0.0,44.0,86.0,21.0,23.0,122.0,11.0,11.0,25.0,13.0,Philadelphia,11/21/2014_Philadelphia_Phoenix
360,8.0,22.0,14.0,2.0,30.0,83.0,19.0,28.0,11.0,18.0,87.0,9.0,14.0,48.0,0,0,Portland,46.0,9.0,16.0,26.0,5.0,39.0,79.0,18.0,22.0,105.0,6.0,8.0,19.0,17.0,Chicago,11/21/2014_Portland_Chicago
361,9.0,16.0,26.0,5.0,39.0,79.0,18.0,22.0,6.0,19.0,105.0,8.0,17.0,46.0,1,1,Chicago,48.0,8.0,22.0,14.0,2.0,30.0,83.0,19.0,28.0,87.0,11.0,9.0,18.0,14.0,Portland,11/21/2014_Portland_Chicago
362,6.0,20.0,19.0,1.0,27.0,74.0,22.0,32.0,8.0,18.0,82.0,11.0,12.0,30.0,0,0,Toronto,57.0,15.0,25.0,27.0,4.0,45.0,86.0,19.0,24.0,124.0,15.0,8.0,24.0,16.0,Milwaukee,11/21/2014_Toronto_Milwaukee
363,15.0,25.0,27.0,4.0,45.0,86.0,19.0,24.0,15.0,24.0,124.0,8.0,16.0,57.0,1,1,Milwaukee,30.0,6.0,20.0,19.0,1.0,27.0,74.0,22.0,32.0,82.0,8.0,11.0,18.0,12.0,Toronto,11/21/2014_Toronto_Milwaukee
364,6.0,27.0,13.0,4.0,27.0,75.0,18.0,23.0,9.0,21.0,78.0,12.0,19.0,41.0,0,0,Washington,45.0,4.0,10.0,24.0,5.0,41.0,84.0,5.0,9.0,91.0,10.0,10.0,21.0,17.0,Cleveland,11/21/2014_Washington_Cleveland
365,4.0,10.0,24.0,5.0,41.0,84.0,5.0,9.0,10.0,21.0,91.0,10.0,17.0,45.0,1,1,Cleveland,41.0,6.0,27.0,13.0,4.0,27.0,75.0,18.0,23.0,78.0,9.0,12.0,21.0,19.0,Washington,11/21/2014_Washington_Cleveland
366,8.0,24.0,20.0,6.0,32.0,80.0,38.0,42.0,8.0,26.0,110.0,8.0,8.0,34.0,0,1,Cleveland,46.0,3.0,16.0,24.0,6.0,35.0,81.0,20.0,29.0,93.0,11.0,4.0,28.0,18.0,Toronto,11/22/2014_Cleveland_Toronto
367,3.0,16.0,24.0,6.0,35.0,81.0,20.0,29.0,11.0,28.0,93.0,4.0,18.0,46.0,1,0,Toronto,34.0,8.0,24.0,20.0,6.0,32.0,80.0,38.0,42.0,110.0,8.0,8.0,26.0,8.0,Cleveland,11/22/2014_Cleveland_Toronto
368,6.0,35.0,17.0,5.0,35.0,88.0,16.0,22.0,16.0,22.0,92.0,6.0,14.0,50.0,0,0,Houston,47.0,15.0,46.0,17.0,0.0,30.0,82.0,20.0,23.0,95.0,14.0,8.0,23.0,17.0,Dallas,11/22/2014_Houston_Dallas
369,15.0,46.0,17.0,0.0,30.0,82.0,20.0,23.0,14.0,23.0,95.0,8.0,17.0,47.0,1,1,Dallas,50.0,6.0,35.0,17.0,5.0,35.0,88.0,16.0,22.0,92.0,16.0,6.0,22.0,14.0,Houston,11/22/2014_Houston_Dallas
370,12.0,31.0,17.0,4.0,38.0,85.0,18.0,20.0,13.0,19.0,106.0,10.0,12.0,51.0,0,1,Indiana,47.0,7.0,23.0,18.0,5.0,31.0,84.0,14.0,20.0,83.0,15.0,9.0,20.0,14.0,Phoenix,11/22/2014_Indiana_Phoenix
371,7.0,23.0,18.0,5.0,31.0,84.0,14.0,20.0,15.0,20.0,83.0,9.0,14.0,47.0,1,0,Phoenix,51.0,12.0,31.0,17.0,4.0,38.0,85.0,18.0,20.0,106.0,13.0,10.0,19.0,12.0,Indiana,11/22/2014_Indiana_Phoenix
