,3P,3PA,AST,BLK,FG,FGA,FT,FTA,ORB,PF,PTS,STL,TOV,TRB,is_Home,Team_Win,Team,opp_TRB,opp_3P,opp_3PA,opp_AST,opp_BLK,opp_FG,opp_FGA,opp_FT,opp_FTA,opp_PTS,opp_ORB,opp_STL,opp_PF,opp_TOV,opponent,Game_Id
2111,11.0,21.0,29.0,2.0,48.0,86.0,20.0,23.0,13.0,20.0,127.0,7.0,16.0,49.0,1,1,LA Lakers,28.0,9.0,19.0,22.0,7.0,44.0,85.0,20.0,27.0,117.0,8.0,10.0,17.0,10.0,Oklahoma City,3/24/2015_Oklahoma City_LA Lakers
2112,12.0,26.0,37.0,5.0,50.0,83.0,10.0,11.0,6.0,18.0,122.0,4.0,13.0,46.0,0,1,Portland,35.0,15.0,34.0,23.0,2.0,39.0,92.0,15.0,19.0,108.0,12.0,9.0,14.0,10.0,Golden State,3/24/2015_Portland_Golden State
2113,15.0,34.0,23.0,2.0,39.0,92.0,15.0,19.0,12.0,14.0,108.0,9.0,10.0,35.0,1,0,Golden State,46.0,12.0,26.0,37.0,5.0,50.0,83.0,10.0,11.0,122.0,6.0,4.0,18.0,13.0,Portland,3/24/2015_Portland_Golden State
2114,13.0,28.0,18.0,11.0,40.0,81.0,13.0,21.0,7.0,29.0,106.0,6.0,20.0,44.0,0,0,Sacramento,50.0,7.0,20.0,21.0,9.0,35.0,97.0,30.0,38.0,107.0,20.0,10.0,20.0,10.0,Philadelphia,3/24/2015_Sacramento_Philadelphia
2115,7.0,20.0,21.0,9.0,35.0,97.0,30.0,38.0,20.0,20.0,107.0,10.0,10.0,50.0,1,1,Philadelphia,44.0,13.0,28.0,18.0,11.0,40.0,81.0,13.0,21.0,106.0,7.0,6.0,29.0,20.0,Sacramento,3/24/2015_Sacramento_Philadelphia
2116,9.0,24.0,23.0,6.0,34.0,77.0,16.0,23.0,8.0,28.0,93.0,7.0,16.0,38.0,0,1,Boston,43.0,5.0,19.0,16.0,4.0,28.0,69.0,25.0,37.0,86.0,10.0,8.0,25.0,16.0,Miami,3/25/2015_Boston_Miami
2117,5.0,19.0,16.0,4.0,28.0,69.0,25.0,37.0,10.0,25.0,86.0,8.0,16.0,43.0,1,0,Miami,38.0,9.0,24.0,23.0,6.0,34.0,77.0,16.0,23.0,93.0,8.0,7.0,28.0,16.0,Boston,3/25/2015_Boston_Miami
2118,3.0,14.0,28.0,8.0,39.0,91.0,10.0,11.0,5.0,18.0,91.0,6.0,9.0,46.0,0,1,Charlotte,51.0,3.0,12.0,23.0,7.0,36.0,91.0,13.0,20.0,88.0,10.0,4.0,17.0,11.0,Brooklyn,3/25/2015_Charlotte_Brooklyn
2119,3.0,12.0,23.0,7.0,36.0,91.0,13.0,20.0,10.0,17.0,88.0,4.0,11.0,51.0,1,0,Brooklyn,46.0,3.0,14.0,28.0,8.0,39.0,91.0,10.0,11.0,91.0,5.0,6.0,18.0,9.0,Charlotte,3/25/2015_Charlotte_Brooklyn
2120,14.0,34.0,17.0,12.0,35.0,84.0,15.0,22.0,13.0,22.0,99.0,14.0,16.0,49.0,0,1,Denver,49.0,8.0,29.0,13.0,4.0,29.0,84.0,19.0,27.0,85.0,13.0,8.0,22.0,16.0,Philadelphia,3/25/2015_Denver_Philadelphia
2121,8.0,29.0,13.0,4.0,29.0,84.0,19.0,27.0,13.0,22.0,85.0,8.0,16.0,49.0,1,0,Philadelphia,49.0,14.0,34.0,17.0,12.0,35.0,84.0,15.0,22.0,99.0,13.0,14.0,22.0,16.0,Denver,3/25/2015_Denver_Philadelphia
2122,14.0,34.0,30.0,5.0,43.0,84.0,11.0,13.0,11.0,18.0,111.0,6.0,18.0,49.0,0,1,Memphis,32.0,4.0,17.0,18.0,6.0,37.0,85.0,11.0,16.0,89.0,9.0,9.0,15.0,8.0,Cleveland,3/25/2015_Memphis_Cleveland
2123,4.0,17.0,18.0,6.0,37.0,85.0,11.0,16.0,9.0,15.0,89.0,9.0,8.0,32.0,1,0,Cleveland,49.0,14.0,34.0,30.0,5.0,43.0,84.0,11.0,13.0,111.0,11.0,6.0,18.0,18.0,Memphis,3/25/2015_Memphis_Cleveland
2124,6.0,26.0,21.0,4.0,39.0,92.0,17.0,18.0,14.0,23.0,101.0,8.0,16.0,48.0,0,1,Minnesota,40.0,6.0,22.0,14.0,5.0,33.0,78.0,27.0,30.0,99.0,9.0,8.0,16.0,17.0,LA Lakers,3/25/2015_Minnesota_LA Lakers
2125,6.0,22.0,14.0,5.0,33.0,78.0,27.0,30.0,9.0,16.0,99.0,8.0,17.0,40.0,1,0,LA Lakers,48.0,6.0,26.0,21.0,4.0,39.0,92.0,17.0,18.0,101.0,14.0,8.0,23.0,16.0,Minnesota,3/25/2015_Minnesota_LA Lakers
2126,6.0,22.0,29.0,4.0,40.0,81.0,9.0,12.0,12.0,22.0,95.0,7.0,18.0,43.0,0,1,New Orleans,37.0,5.0,15.0,20.0,9.0,34.0,75.0,20.0,32.0,93.0,12.0,8.0,16.0,13.0,Houston,3/25/2015_New Orleans_Houston
2127,5.0,15.0,20.0,9.0,34.0,75.0,20.0,32.0,12.0,16.0,93.0,8.0,13.0,37.0,1,0,Houston,43.0,6.0,22.0,29.0,4.0,40.0,81.0,9.0,12.0,95.0,12.0,7.0,22.0,18.0,New Orleans,3/25/2015_New Orleans_Houston
2128,11.0,28.0,31.0,7.0,44.0,78.0,12.0,18.0,6.0,17.0,111.0,12.0,15.0,39.0,0,1,New York,34.0,5.0,23.0,14.0,3.0,29.0,82.0,17.0,19.0,80.0,7.0,8.0,15.0,20.0,LA Clippers,3/25/2015_New York_LA Clippers
2129,5.0,23.0,14.0,3.0,29.0,82.0,17.0,19.0,7.0,15.0,80.0,8.0,20.0,34.0,1,0,LA Clippers,39.0,11.0,28.0,31.0,7.0,44.0,78.0,12.0,18.0,111.0,6.0,12.0,17.0,15.0,New York,3/25/2015_New York_LA Clippers
2130,10.0,31.0,21.0,8.0,39.0,90.0,7.0,10.0,12.0,17.0,95.0,9.0,13.0,45.0,0,1,Orlando,42.0,3.0,16.0,19.0,3.0,32.0,78.0,16.0,20.0,83.0,10.0,7.0,14.0,17.0,Atlanta,3/25/2015_Orlando_Atlanta
2131,3.0,16.0,19.0,3.0,32.0,78.0,16.0,20.0,10.0,14.0,83.0,7.0,17.0,42.0,1,0,Atlanta,45.0,10.0,31.0,21.0,8.0,39.0,90.0,7.0,10.0,95.0,12.0,9.0,17.0,13.0,Orlando,3/25/2015_Orlando_Atlanta
2132,8.0,21.0,27.0,3.0,40.0,81.0,20.0,23.0,8.0,24.0,108.0,8.0,19.0,43.0,0,1,Phoenix,46.0,6.0,25.0,16.0,6.0,38.0,87.0,17.0,26.0,99.0,14.0,10.0,19.0,18.0,Sacramento,3/25/2015_Phoenix_Sacramento
2133,6.0,25.0,16.0,6.0,38.0,87.0,17.0,26.0,14.0,19.0,99.0,10.0,18.0,46.0,1,0,Sacramento,43.0,8.0,21.0,27.0,3.0,40.0,81.0,20.0,23.0,108.0,8.0,8.0,24.0,19.0,Phoenix,3/25/2015_Phoenix_Sacramento
2134,6.0,18.0,16.0,1.0,36.0,90.0,13.0,14.0,10.0,15.0,91.0,7.0,10.0,37.0,0,0,San Antonio,49.0,13.0,21.0,28.0,4.0,51.0,88.0,15.0,19.0,130.0,11.0,7.0,12.0,10.0,Oklahoma City,3/25/2015_San Antonio_Oklahoma City
2135,13.0,21.0,28.0,4.0,51.0,88.0,15.0,19.0,11.0,12.0,130.0,7.0,10.0,49.0,1,1,Oklahoma City,37.0,6.0,18.0,16.0,1.0,36.0,90.0,13.0,14.0,91.0,10.0,7.0,15.0,10.0,San Antonio,3/25/2015_San Antonio_Oklahoma City
2136,12.0,23.0,26.0,6.0,45.0,74.0,14.0,17.0,2.0,16.0,116.0,4.0,8.0,31.0,0,1,Toronto,35.0,9.0,21.0,16.0,1.0,39.0,83.0,16.0,19.0,103.0,10.0,6.0,16.0,7.0,Chicago,3/25/2015_Toronto_Chicago
2137,9.0,21.0,16.0,1.0,39.0,83.0,16.0,19.0,10.0,16.0,103.0,6.0,7.0,35.0,1,0,Chicago,31.0,12.0,23.0,26.0,6.0,45.0,74.0,14.0,17.0,116.0,2.0,4.0,16.0,8.0,Toronto,3/25/2015_Toronto_Chicago
2138,7.0,27.0,19.0,5.0,34.0,81.0,17.0,20.0,11.0,18.0,92.0,4.0,14.0,45.0,0,1,Utah,43.0,4.0,16.0,12.0,2.0,35.0,80.0,15.0,23.0,89.0,11.0,11.0,20.0,9.0,Portland,3/25/2015_Utah_Portland
2139,4.0,16.0,12.0,2.0,35.0,80.0,15.0,23.0,11.0,20.0,89.0,11.0,9.0,43.0,1,0,Portland,45.0,7.0,27.0,19.0,5.0,34.0,81.0,17.0,20.0,92.0,11.0,4.0,18.0,14.0,Utah,3/25/2015_Utah_Portland
2140,9.0,26.0,21.0,2.0,38.0,85.0,18.0,28.0,9.0,23.0,103.0,7.0,10.0,43.0,0,1,Washington,46.0,5.0,14.0,13.0,4.0,33.0,75.0,30.0,38.0,101.0,6.0,6.0,23.0,10.0,Indiana,3/25/2015_Washington_Indiana
2141,5.0,14.0,13.0,4.0,33.0,75.0,30.0,38.0,6.0,23.0,101.0,6.0,10.0,46.0,1,0,Indiana,43.0,9.0,26.0,21.0,2.0,38.0,85.0,18.0,28.0,103.0,9.0,7.0,23.0,10.0,Washington,3/25/2015_Washington_Indiana
2142,14.0,30.0,18.0,4.0,30.0,71.0,33.0,43.0,12.0,28.0,107.0,7.0,19.0,41.0,0,0,Milwaukee,30.0,9.0,19.0,26.0,3.0,39.0,73.0,24.0,34.0,111.0,6.0,10.0,34.0,16.0,Indiana,3/26/2015_Milwaukee_Indiana
2143,9.0,19.0,26.0,3.0,39.0,73.0,24.0,34.0,6.0,34.0,111.0,10.0,16.0,30.0,1,1,Indiana,41.0,14.0,30.0,18.0,4.0,30.0,71.0,33.0,43.0,107.0,12.0,7.0,28.0,19.0,Milwaukee,3/26/2015_Milwaukee_Indiana
2144,11.0,35.0,20.0,6.0,32.0,82.0,11.0,15.0,11.0,20.0,86.0,9.0,18.0,41.0,0,0,Atlanta,38.0,6.0,18.0,31.0,4.0,37.0,72.0,19.0,24.0,99.0,5.0,12.0,13.0,16.0,Miami,3/27/2015_Atlanta_Miami
2145,6.0,18.0,31.0,4.0,37.0,72.0,19.0,24.0,5.0,13.0,99.0,12.0,16.0,38.0,1,1,Miami,41.0,11.0,35.0,20.0,6.0,32.0,82.0,11.0,15.0,86.0,11.0,9.0,20.0,18.0,Atlanta,3/27/2015_Atlanta_Miami
2146,8.0,30.0,17.0,4.0,37.0,81.0,16.0,20.0,6.0,19.0,98.0,10.0,16.0,40.0,0,0,Brooklyn,46.0,9.0,23.0,21.0,1.0,40.0,86.0,17.0,19.0,106.0,10.0,6.0,18.0,15.0,Cleveland,3/27/2015_Brooklyn_Cleveland
2147,9.0,23.0,21.0,1.0,40.0,86.0,17.0,19.0,10.0,18.0,106.0,6.0,15.0,46.0,1,1,Cleveland,40.0,8.0,30.0,17.0,4.0,37.0,81.0,16.0,20.0,98.0,6.0,10.0,19.0,16.0,Brooklyn,3/27/2015_Brooklyn_Cleveland
2148,5.0,27.0,20.0,7.0,32.0,81.0,22.0,31.0,14.0,19.0,91.0,12.0,13.0,42.0,0,0,Denver,41.0,13.0,24.0,23.0,4.0,39.0,76.0,16.0,23.0,107.0,8.0,8.0,23.0,17.0,Utah,3/27/2015_Denver_Utah
2149,13.0,24.0,23.0,4.0,39.0,76.0,16.0,23.0,8.0,23.0,107.0,8.0,17.0,41.0,1,1,Utah,42.0,5.0,27.0,20.0,7.0,32.0,81.0,22.0,31.0,91.0,14.0,12.0,19.0,13.0,Denver,3/27/2015_Denver_Utah
2150,6.0,14.0,26.0,1.0,37.0,76.0,30.0,34.0,6.0,13.0,110.0,6.0,13.0,31.0,0,0,Houston,41.0,20.0,44.0,34.0,6.0,44.0,83.0,12.0,17.0,120.0,13.0,10.0,26.0,17.0,Minnesota,3/27/2015_Houston_Minnesota
2151,20.0,44.0,34.0,6.0,44.0,83.0,12.0,17.0,13.0,26.0,120.0,10.0,17.0,41.0,1,1,Minnesota,31.0,6.0,14.0,26.0,1.0,37.0,76.0,30.0,34.0,110.0,6.0,6.0,13.0,13.0,Houston,3/27/2015_Houston_Minnesota
2152,16.0,31.0,28.0,5.0,39.0,90.0,13.0,17.0,14.0,17.0,107.0,15.0,14.0,43.0,0,1,Memphis,40.0,5.0,13.0,19.0,2.0,34.0,76.0,11.0,15.0,84.0,8.0,9.0,18.0,19.0,Golden State,3/27/2015_Memphis_Golden State
2153,5.0,13.0,19.0,2.0,34.0,76.0,11.0,15.0,8.0,18.0,84.0,9.0,19.0,40.0,1,0,Golden State,43.0,16.0,31.0,28.0,5.0,39.0,90.0,13.0,17.0,107.0,14.0,15.0,17.0,14.0,Memphis,3/27/2015_Memphis_Golden State
2154,7.0,15.0,14.0,4.0,35.0,79.0,11.0,18.0,10.0,14.0,88.0,5.0,11.0,37.0,0,0,New Orleans,47.0,9.0,20.0,25.0,9.0,43.0,84.0,7.0,12.0,102.0,12.0,5.0,16.0,12.0,Sacramento,3/27/2015_New Orleans_Sacramento
2155,9.0,20.0,25.0,9.0,43.0,84.0,7.0,12.0,12.0,16.0,102.0,5.0,12.0,47.0,1,1,Sacramento,37.0,7.0,15.0,14.0,4.0,35.0,79.0,11.0,18.0,88.0,10.0,5.0,14.0,11.0,New Orleans,3/27/2015_New Orleans_Sacramento
2156,4.0,20.0,18.0,1.0,29.0,69.0,34.0,43.0,9.0,17.0,96.0,6.0,16.0,44.0,0,1,New York,36.0,7.0,24.0,23.0,2.0,38.0,87.0,9.0,14.0,92.0,9.0,9.0,31.0,12.0,Boston,3/27/2015_New York_Boston
2157,7.0,24.0,23.0,2.0,38.0,87.0,9.0,14.0,9.0,31.0,92.0,9.0,12.0,36.0,1,0,Boston,44.0,4.0,20.0,18.0,1.0,29.0,69.0,34.0,43.0,96.0,9.0,6.0,17.0,16.0,New York,3/27/2015_New York_Boston
2158,7.0,18.0,22.0,6.0,42.0,90.0,20.0,27.0,12.0,12.0,111.0,10.0,5.0,41.0,0,1,Orlando,40.0,3.0,15.0,31.0,2.0,43.0,82.0,8.0,8.0,97.0,8.0,3.0,24.0,16.0,Detroit,3/27/2015_Orlando_Detroit
2159,3.0,15.0,31.0,2.0,43.0,82.0,8.0,8.0,8.0,24.0,97.0,3.0,16.0,40.0,1,0,Detroit,41.0,7.0,18.0,22.0,6.0,42.0,90.0,20.0,27.0,111.0,12.0,10.0,12.0,5.0,Orlando,3/27/2015_Orlando_Detroit
2160,12.0,29.0,28.0,2.0,44.0,82.0,19.0,31.0,8.0,24.0,119.0,8.0,16.0,56.0,0,1,Philadelphia,40.0,11.0,31.0,17.0,1.0,36.0,86.0,15.0,27.0,98.0,8.0,11.0,25.0,13.0,LA Clippers,3/27/2015_Philadelphia_LA Clippers
2161,11.0,31.0,17.0,1.0,36.0,86.0,15.0,27.0,8.0,25.0,98.0,11.0,13.0,40.0,1,0,LA Clippers,56.0,12.0,29.0,28.0,2.0,44.0,82.0,19.0,31.0,119.0,8.0,8.0,24.0,16.0,Philadelphia,3/27/2015_Philadelphia_LA Clippers
2162,7.0,26.0,15.0,4.0,36.0,89.0,8.0,18.0,15.0,18.0,87.0,4.0,13.0,54.0,0,1,Phoenix,48.0,6.0,20.0,14.0,1.0,32.0,87.0,11.0,12.0,81.0,11.0,5.0,19.0,13.0,Portland,3/27/2015_Phoenix_Portland
2163,6.0,20.0,14.0,1.0,32.0,87.0,11.0,12.0,11.0,19.0,81.0,5.0,13.0,48.0,1,0,Portland,54.0,7.0,26.0,15.0,4.0,36.0,89.0,8.0,18.0,87.0,15.0,4.0,18.0,13.0,Phoenix,3/27/2015_Phoenix_Portland
2164,4.0,18.0,15.0,4.0,31.0,82.0,10.0,15.0,15.0,21.0,76.0,9.0,18.0,47.0,0,0,San Antonio,50.0,9.0,26.0,28.0,4.0,37.0,84.0,11.0,14.0,94.0,13.0,8.0,19.0,14.0,Dallas,3/27/2015_San Antonio_Dallas
2165,9.0,26.0,28.0,4.0,37.0,84.0,11.0,14.0,13.0,19.0,94.0,8.0,14.0,50.0,1,1,Dallas,47.0,4.0,18.0,15.0,4.0,31.0,82.0,10.0,15.0,76.0,15.0,9.0,21.0,18.0,San Antonio,3/27/2015_San Antonio_Dallas
2166,4.0,17.0,14.0,2.0,29.0,84.0,21.0,29.0,16.0,19.0,83.0,6.0,12.0,46.0,0,0,Toronto,40.0,7.0,18.0,25.0,4.0,36.0,75.0,15.0,21.0,94.0,8.0,8.0,19.0,10.0,LA Lakers,3/27/2015_Toronto_LA Lakers
2167,7.0,18.0,25.0,4.0,36.0,75.0,15.0,21.0,8.0,19.0,94.0,8.0,10.0,40.0,1,1,LA Lakers,46.0,4.0,17.0,14.0,2.0,29.0,84.0,21.0,29.0,83.0,16.0,6.0,19.0,12.0,Toronto,3/27/2015_Toronto_LA Lakers
2168,8.0,25.0,25.0,11.0,36.0,104.0,27.0,35.0,10.0,17.0,107.0,11.0,11.0,61.0,0,0,Washington,72.0,9.0,25.0,25.0,9.0,44.0,113.0,13.0,22.0,110.0,17.0,9.0,26.0,16.0,Charlotte,3/27/2015_Washington_Charlotte
2169,9.0,25.0,25.0,9.0,44.0,113.0,13.0,22.0,17.0,26.0,110.0,9.0,16.0,72.0,1,1,Charlotte,61.0,8.0,25.0,25.0,11.0,36.0,104.0,27.0,35.0,107.0,10.0,11.0,17.0,11.0,Washington,3/27/2015_Washington_Charlotte
2170,4.0,17.0,22.0,7.0,30.0,79.0,16.0,19.0,9.0,18.0,80.0,7.0,13.0,35.0,0,0,Chicago,51.0,6.0,17.0,28.0,5.0,43.0,84.0,19.0,22.0,111.0,12.0,8.0,16.0,12.0,New York,3/28/2015_Chicago_New York
2171,6.0,17.0,28.0,5.0,43.0,84.0,19.0,22.0,12.0,16.0,111.0,8.0,12.0,51.0,1,1,New York,35.0,4.0,17.0,22.0,7.0,30.0,79.0,16.0,19.0,80.0,9.0,7.0,18.0,13.0,Chicago,3/28/2015_Chicago_New York
2172,15.0,30.0,32.0,4.0,37.0,86.0,11.0,14.0,7.0,17.0,100.0,6.0,10.0,36.0,0,0,Charlotte,42.0,12.0,26.0,28.0,6.0,42.0,80.0,19.0,22.0,115.0,7.0,4.0,16.0,8.0,Atlanta,3/28/2015_Charlotte_Atlanta
2173,12.0,26.0,28.0,6.0,42.0,80.0,19.0,22.0,7.0,16.0,115.0,4.0,8.0,42.0,1,1,Atlanta,36.0,15.0,30.0,32.0,4.0,37.0,86.0,11.0,14.0,100.0,7.0,6.0,17.0,10.0,Charlotte,3/28/2015_Charlotte_Atlanta
2174,12.0,25.0,27.0,8.0,42.0,82.0,12.0,14.0,7.0,23.0,108.0,7.0,22.0,45.0,0,1,Milwaukee,42.0,2.0,15.0,24.0,5.0,33.0,87.0,27.0,32.0,95.0,15.0,14.0,20.0,15.0,Golden State,3/28/2015_Milwaukee_Golden State
2175,2.0,15.0,24.0,5.0,33.0,87.0,27.0,32.0,15.0,20.0,95.0,14.0,15.0,42.0,1,0,Golden State,45.0,12.0,25.0,27.0,8.0,42.0,82.0,12.0,14.0,108.0,7.0,7.0,23.0,22.0,Milwaukee,3/28/2015_Milwaukee_Golden State
2176,9.0,24.0,24.0,1.0,43.0,92.0,19.0,22.0,11.0,20.0,114.0,12.0,11.0,39.0,0,0,Portland,45.0,8.0,18.0,29.0,5.0,48.0,85.0,16.0,18.0,120.0,8.0,8.0,18.0,16.0,Denver,3/28/2015_Portland_Denver
2177,8.0,18.0,29.0,5.0,48.0,85.0,16.0,18.0,8.0,18.0,120.0,8.0,16.0,45.0,1,1,Denver,39.0,9.0,24.0,24.0,1.0,43.0,92.0,19.0,22.0,114.0,11.0,12.0,20.0,11.0,Portland,3/28/2015_Portland_Denver
2178,6.0,16.0,14.0,4.0,31.0,73.0,21.0,32.0,10.0,29.0,89.0,5.0,23.0,48.0,0,0,Utah,42.0,6.0,29.0,12.0,8.0,32.0,84.0,24.0,35.0,94.0,16.0,14.0,29.0,11.0,Oklahoma City,3/28/2015_Utah_Oklahoma City
2179,6.0,29.0,12.0,8.0,32.0,84.0,24.0,35.0,16.0,29.0,94.0,14.0,11.0,42.0,1,1,Oklahoma City,48.0,6.0,16.0,14.0,4.0,31.0,73.0,21.0,32.0,89.0,10.0,5.0,29.0,23.0,Utah,3/28/2015_Utah_Oklahoma City
2180,13.0,32.0,28.0,5.0,41.0,84.0,24.0,40.0,13.0,21.0,119.0,5.0,12.0,53.0,0,1,Boston,40.0,8.0,31.0,29.0,1.0,39.0,93.0,20.0,23.0,106.0,9.0,8.0,32.0,10.0,LA Clippers,3/29/2015_Boston_LA Clippers
2181,8.0,31.0,29.0,1.0,39.0,93.0,20.0,23.0,9.0,32.0,106.0,8.0,10.0,40.0,1,0,LA Clippers,53.0,13.0,32.0,28.0,5.0,41.0,84.0,24.0,40.0,119.0,13.0,5.0,21.0,12.0,Boston,3/29/2015_Boston_LA Clippers
2182,6.0,18.0,25.0,4.0,42.0,91.0,9.0,11.0,9.0,14.0,99.0,7.0,11.0,43.0,0,0,Brooklyn,43.0,8.0,28.0,29.0,6.0,42.0,87.0,15.0,21.0,107.0,6.0,11.0,9.0,8.0,LA Lakers,3/29/2015_Brooklyn_LA Lakers
2183,8.0,28.0,29.0,6.0,42.0,87.0,15.0,21.0,6.0,9.0,107.0,11.0,8.0,43.0,1,1,LA Lakers,43.0,6.0,18.0,25.0,4.0,42.0,91.0,9.0,11.0,99.0,9.0,7.0,14.0,11.0,Brooklyn,3/29/2015_Brooklyn_LA Lakers
2184,10.0,30.0,18.0,0.0,34.0,84.0,8.0,15.0,11.0,21.0,86.0,11.0,13.0,45.0,0,0,Cleveland,53.0,9.0,23.0,17.0,2.0,33.0,85.0,12.0,18.0,87.0,18.0,7.0,12.0,17.0,Philadelphia,3/29/2015_Cleveland_Philadelphia
2185,9.0,23.0,17.0,2.0,33.0,85.0,12.0,18.0,18.0,12.0,87.0,7.0,17.0,53.0,1,1,Philadelphia,45.0,10.0,30.0,18.0,0.0,34.0,84.0,8.0,15.0,86.0,11.0,11.0,21.0,13.0,Cleveland,3/29/2015_Cleveland_Philadelphia
2186,6.0,15.0,20.0,3.0,40.0,90.0,13.0,19.0,9.0,25.0,99.0,5.0,12.0,41.0,0,0,Indiana,43.0,10.0,17.0,23.0,6.0,38.0,76.0,18.0,26.0,104.0,4.0,6.0,25.0,15.0,Dallas,3/29/2015_Indiana_Dallas
2187,10.0,17.0,23.0,6.0,38.0,76.0,18.0,26.0,4.0,25.0,104.0,6.0,15.0,43.0,1,1,Dallas,41.0,6.0,15.0,20.0,3.0,40.0,90.0,13.0,19.0,99.0,9.0,5.0,25.0,12.0,Indiana,3/29/2015_Indiana_Dallas
2188,8.0,25.0,24.0,5.0,40.0,83.0,14.0,22.0,13.0,20.0,102.0,5.0,11.0,37.0,0,0,Miami,46.0,7.0,18.0,20.0,1.0,39.0,82.0,24.0,29.0,109.0,14.0,4.0,16.0,10.0,Detroit,3/29/2015_Miami_Detroit
2189,7.0,18.0,20.0,1.0,39.0,82.0,24.0,29.0,14.0,16.0,109.0,4.0,10.0,46.0,1,1,Detroit,37.0,8.0,25.0,24.0,5.0,40.0,83.0,14.0,22.0,102.0,13.0,5.0,20.0,11.0,Miami,3/29/2015_Miami_Detroit
2190,2.0,12.0,17.0,4.0,32.0,75.0,22.0,24.0,12.0,17.0,88.0,5.0,21.0,39.0,0,0,New Orleans,35.0,6.0,13.0,29.0,9.0,43.0,75.0,18.0,24.0,110.0,7.0,12.0,21.0,14.0,Minnesota,3/29/2015_New Orleans_Minnesota
2191,6.0,13.0,29.0,9.0,43.0,75.0,18.0,24.0,7.0,21.0,110.0,12.0,14.0,35.0,1,1,Minnesota,39.0,2.0,12.0,17.0,4.0,32.0,75.0,22.0,24.0,88.0,12.0,5.0,17.0,21.0,New Orleans,3/29/2015_New Orleans_Minnesota
2192,10.0,26.0,16.0,4.0,40.0,86.0,19.0,26.0,11.0,20.0,109.0,9.0,15.0,48.0,0,1,Phoenix,40.0,5.0,22.0,23.0,4.0,37.0,82.0,18.0,24.0,97.0,8.0,9.0,20.0,18.0,Oklahoma City,3/29/2015_Phoenix_Oklahoma City
2193,5.0,22.0,23.0,4.0,37.0,82.0,18.0,24.0,8.0,20.0,97.0,9.0,18.0,40.0,1,0,Oklahoma City,48.0,10.0,26.0,16.0,4.0,40.0,86.0,19.0,26.0,109.0,11.0,9.0,20.0,15.0,Phoenix,3/29/2015_Phoenix_Oklahoma City
2194,6.0,14.0,22.0,1.0,36.0,82.0,11.0,12.0,3.0,17.0,89.0,5.0,10.0,34.0,0,0,San Antonio,48.0,4.0,17.0,25.0,6.0,42.0,83.0,15.0,18.0,103.0,10.0,9.0,15.0,8.0,Memphis,3/29/2015_San Antonio_Memphis
2195,4.0,17.0,25.0,6.0,42.0,83.0,15.0,18.0,10.0,15.0,103.0,9.0,8.0,48.0,1,1,Memphis,34.0,6.0,14.0,22.0,1.0,36.0,82.0,11.0,12.0,89.0,3.0,5.0,17.0,10.0,San Antonio,3/29/2015_San Antonio_Memphis
2196,9.0,29.0,18.0,6.0,34.0,80.0,22.0,33.0,16.0,25.0,99.0,12.0,19.0,53.0,0,1,Washington,43.0,4.0,15.0,17.0,5.0,29.0,75.0,29.0,37.0,91.0,11.0,14.0,22.0,17.0,Houston,3/29/2015_Washington_Houston
2197,4.0,15.0,17.0,5.0,29.0,75.0,29.0,37.0,11.0,22.0,91.0,14.0,17.0,43.0,1,0,Houston,53.0,9.0,29.0,18.0,6.0,34.0,80.0,22.0,33.0,99.0,16.0,12.0,25.0,19.0,Washington,3/29/2015_Washington_Houston
2198,4.0,17.0,26.0,2.0,34.0,75.0,16.0,23.0,13.0,22.0,88.0,4.0,11.0,39.0,0,0,Atlanta,42.0,9.0,29.0,29.0,4.0,36.0,79.0,20.0,24.0,101.0,12.0,5.0,20.0,11.0,Milwaukee,3/30/2015_Atlanta_Milwaukee
2199,9.0,29.0,29.0,4.0,36.0,79.0,20.0,24.0,12.0,20.0,101.0,5.0,11.0,42.0,1,1,Milwaukee,39.0,4.0,17.0,26.0,2.0,34.0,75.0,16.0,23.0,88.0,13.0,4.0,22.0,11.0,Atlanta,3/30/2015_Atlanta_Milwaukee
2200,9.0,26.0,28.0,1.0,45.0,89.0,17.0,23.0,13.0,21.0,116.0,7.0,7.0,42.0,0,1,Charlotte,40.0,7.0,26.0,20.0,6.0,40.0,85.0,17.0,19.0,104.0,10.0,3.0,17.0,10.0,Boston,3/30/2015_Charlotte_Boston
2201,7.0,26.0,20.0,6.0,40.0,85.0,17.0,19.0,10.0,17.0,104.0,3.0,10.0,40.0,1,0,Boston,42.0,9.0,26.0,28.0,1.0,45.0,89.0,17.0,23.0,116.0,13.0,7.0,21.0,7.0,Charlotte,3/30/2015_Charlotte_Boston
2202,5.0,16.0,16.0,3.0,33.0,81.0,12.0,20.0,12.0,19.0,83.0,4.0,12.0,41.0,0,0,Memphis,45.0,8.0,23.0,23.0,11.0,38.0,83.0,13.0,17.0,97.0,14.0,7.0,21.0,13.0,Sacramento,3/30/2015_Memphis_Sacramento
2203,8.0,23.0,23.0,11.0,38.0,83.0,13.0,17.0,14.0,21.0,97.0,7.0,13.0,45.0,1,1,Sacramento,41.0,5.0,16.0,16.0,3.0,33.0,81.0,12.0,20.0,83.0,12.0,4.0,19.0,12.0,Memphis,3/30/2015_Memphis_Sacramento
