,3P,3PA,AST,BLK,FG,FGA,FT,FTA,ORB,PF,PTS,STL,TOV,TRB,is_Home,Team_Win,Team,opp_3P,opp_3PA,opp_AST,opp_BLK,opp_FG,opp_FGA,opp_FT,opp_FTA,opp_PTS,opp_ORB,opp_STL,opp_PF,opp_TOV,opponent,Game_Id
2077,14.0,30.0,31.0,2.0,49.0,90.0,11.0,15.0,9.0,15.0,123.0,7.0,16.0,43.0,1,1,Minnesota,9.0,25.0,30.0,6.0,44.0,86.0,12.0,17.0,109.0,8.0,11.0,14.0,15.0,New Orleans,3/19/2017_New Orleans_Minnesota
2078,6.0,29.0,27.0,5.0,34.0,84.0,25.0,29.0,8.0,15.0,99.0,8.0,17.0,41.0,0,0,Philadelphia,12.0,33.0,29.0,7.0,41.0,88.0,11.0,15.0,105.0,8.0,9.0,23.0,15.0,Boston,3/19/2017_Philadelphia_Boston
2079,12.0,33.0,29.0,7.0,41.0,88.0,11.0,15.0,8.0,23.0,105.0,9.0,15.0,43.0,1,1,Boston,6.0,29.0,27.0,5.0,34.0,84.0,25.0,29.0,99.0,8.0,8.0,15.0,17.0,Philadelphia,3/19/2017_Philadelphia_Boston
2080,7.0,10.0,29.0,4.0,41.0,83.0,13.0,17.0,9.0,20.0,102.0,4.0,11.0,40.0,0,0,San Antonio,11.0,28.0,31.0,3.0,43.0,87.0,21.0,27.0,118.0,15.0,9.0,20.0,6.0,Sacramento,3/19/2017_San Antonio_Sacramento
2081,11.0,28.0,31.0,3.0,43.0,87.0,21.0,27.0,15.0,20.0,118.0,9.0,6.0,45.0,1,1,Sacramento,7.0,10.0,29.0,4.0,41.0,83.0,13.0,17.0,102.0,9.0,4.0,20.0,11.0,San Antonio,3/19/2017_San Antonio_Sacramento
2082,6.0,23.0,22.0,2.0,33.0,80.0,19.0,26.0,9.0,23.0,91.0,7.0,13.0,33.0,0,0,Toronto,12.0,27.0,25.0,7.0,45.0,91.0,14.0,16.0,116.0,14.0,7.0,20.0,16.0,Indiana,3/19/2017_Toronto_Indiana
2083,12.0,27.0,25.0,7.0,45.0,91.0,14.0,16.0,14.0,20.0,116.0,7.0,16.0,51.0,1,1,Indiana,6.0,23.0,22.0,2.0,33.0,80.0,19.0,26.0,91.0,9.0,7.0,23.0,13.0,Toronto,3/19/2017_Toronto_Indiana
2084,8.0,35.0,24.0,4.0,37.0,86.0,20.0,26.0,8.0,28.0,102.0,6.0,18.0,39.0,0,0,Boston,10.0,33.0,19.0,6.0,40.0,93.0,20.0,28.0,110.0,19.0,10.0,24.0,13.0,Washington,3/20/2017_Boston_Washington
2085,10.0,33.0,19.0,6.0,40.0,93.0,20.0,28.0,19.0,24.0,110.0,10.0,13.0,53.0,1,1,Washington,8.0,35.0,24.0,4.0,37.0,86.0,20.0,26.0,102.0,8.0,6.0,28.0,18.0,Boston,3/20/2017_Boston_Washington
2086,12.0,37.0,26.0,5.0,37.0,84.0,4.0,10.0,12.0,17.0,90.0,3.0,15.0,45.0,0,0,Charlotte,12.0,30.0,28.0,4.0,40.0,80.0,13.0,20.0,105.0,5.0,12.0,13.0,7.0,Atlanta,3/20/2017_Charlotte_Atlanta
2087,12.0,30.0,28.0,4.0,40.0,80.0,13.0,20.0,5.0,13.0,105.0,12.0,7.0,33.0,1,1,Atlanta,12.0,37.0,26.0,5.0,37.0,84.0,4.0,10.0,90.0,12.0,3.0,17.0,15.0,Charlotte,3/20/2017_Charlotte_Atlanta
2088,12.0,29.0,26.0,3.0,44.0,86.0,24.0,26.0,8.0,18.0,124.0,7.0,19.0,48.0,0,0,Houston,17.0,38.0,27.0,2.0,45.0,89.0,18.0,23.0,125.0,6.0,12.0,22.0,12.0,Denver,3/20/2017_Houston_Denver
2089,17.0,38.0,27.0,2.0,45.0,89.0,18.0,23.0,6.0,22.0,125.0,12.0,12.0,35.0,1,1,Denver,12.0,29.0,26.0,3.0,44.0,86.0,24.0,26.0,124.0,8.0,7.0,18.0,19.0,Houston,3/20/2017_Houston_Denver
2090,6.0,25.0,20.0,11.0,40.0,88.0,14.0,20.0,13.0,17.0,100.0,5.0,10.0,49.0,0,0,Indiana,10.0,20.0,21.0,9.0,38.0,87.0,21.0,23.0,107.0,10.0,9.0,19.0,7.0,Utah,3/20/2017_Indiana_Utah
2091,10.0,20.0,21.0,9.0,38.0,87.0,21.0,23.0,10.0,19.0,107.0,9.0,7.0,43.0,1,1,Utah,6.0,25.0,20.0,11.0,40.0,88.0,14.0,20.0,100.0,13.0,5.0,17.0,10.0,Indiana,3/20/2017_Indiana_Utah
2092,6.0,24.0,24.0,1.0,40.0,89.0,19.0,24.0,14.0,19.0,105.0,6.0,12.0,48.0,0,0,LA Clippers,10.0,31.0,25.0,4.0,43.0,87.0,18.0,24.0,114.0,9.0,8.0,19.0,9.0,New York,3/20/2017_LA Clippers_New York
2093,10.0,31.0,25.0,4.0,43.0,87.0,18.0,24.0,9.0,19.0,114.0,8.0,9.0,43.0,1,1,New York,6.0,24.0,24.0,1.0,40.0,89.0,19.0,24.0,105.0,14.0,6.0,19.0,12.0,LA Clippers,3/20/2017_LA Clippers_New York
2094,15.0,33.0,28.0,8.0,40.0,83.0,16.0,21.0,9.0,22.0,111.0,8.0,16.0,46.0,0,1,Oklahoma City,4.0,21.0,18.0,2.0,37.0,87.0,17.0,31.0,95.0,12.0,10.0,19.0,11.0,Golden State,3/20/2017_Oklahoma City_Golden State
2095,4.0,21.0,18.0,2.0,37.0,87.0,17.0,31.0,12.0,19.0,95.0,10.0,11.0,40.0,1,0,Golden State,15.0,33.0,28.0,8.0,40.0,83.0,16.0,21.0,111.0,9.0,8.0,22.0,16.0,Oklahoma City,3/20/2017_Oklahoma City_Golden State
2096,9.0,34.0,26.0,7.0,39.0,102.0,22.0,24.0,13.0,34.0,109.0,15.0,16.0,53.0,0,0,Orlando,4.0,23.0,19.0,4.0,35.0,94.0,38.0,46.0,112.0,14.0,10.0,22.0,18.0,Philadelphia,3/20/2017_Orlando_Philadelphia
2097,4.0,23.0,19.0,4.0,35.0,94.0,38.0,46.0,14.0,22.0,112.0,10.0,18.0,55.0,1,1,Philadelphia,9.0,34.0,26.0,7.0,39.0,102.0,22.0,24.0,109.0,13.0,15.0,34.0,16.0,Orlando,3/20/2017_Orlando_Philadelphia
2098,5.0,23.0,17.0,8.0,40.0,92.0,11.0,16.0,10.0,17.0,96.0,8.0,6.0,51.0,0,0,Brooklyn,10.0,29.0,22.0,6.0,38.0,88.0,12.0,19.0,98.0,11.0,1.0,13.0,10.0,Detroit,3/21/2017_Brooklyn_Detroit
2099,10.0,29.0,22.0,6.0,38.0,88.0,12.0,19.0,11.0,13.0,98.0,1.0,10.0,46.0,1,1,Detroit,5.0,23.0,17.0,8.0,40.0,92.0,11.0,16.0,96.0,10.0,8.0,17.0,6.0,Brooklyn,3/21/2017_Brooklyn_Detroit
2100,13.0,30.0,34.0,2.0,43.0,78.0,13.0,16.0,4.0,20.0,112.0,10.0,16.0,46.0,0,1,Dallas,11.0,34.0,24.0,2.0,33.0,92.0,10.0,12.0,87.0,13.0,8.0,14.0,11.0,Golden State,3/21/2017_Dallas_Golden State
2101,11.0,34.0,24.0,2.0,33.0,92.0,10.0,12.0,13.0,14.0,87.0,8.0,11.0,39.0,1,0,Golden State,13.0,30.0,34.0,2.0,43.0,78.0,13.0,16.0,112.0,4.0,10.0,20.0,16.0,Dallas,3/21/2017_Dallas_Golden State
2102,15.0,33.0,23.0,4.0,45.0,84.0,28.0,32.0,13.0,21.0,133.0,4.0,15.0,48.0,0,1,LA Lakers,6.0,20.0,23.0,3.0,43.0,92.0,17.0,27.0,109.0,14.0,8.0,22.0,8.0,LA Clippers,3/21/2017_LA Lakers_LA Clippers
2103,6.0,20.0,23.0,3.0,43.0,92.0,17.0,27.0,14.0,22.0,109.0,8.0,8.0,41.0,1,0,LA Clippers,15.0,33.0,23.0,4.0,45.0,84.0,28.0,32.0,133.0,13.0,4.0,21.0,15.0,LA Lakers,3/21/2017_LA Lakers_LA Clippers
2104,4.0,16.0,14.0,5.0,36.0,82.0,21.0,29.0,10.0,23.0,97.0,5.0,24.0,41.0,0,0,Miami,11.0,27.0,17.0,5.0,42.0,96.0,17.0,23.0,112.0,17.0,13.0,25.0,14.0,Phoenix,3/21/2017_Miami_Phoenix
2105,11.0,27.0,17.0,5.0,42.0,96.0,17.0,23.0,17.0,25.0,112.0,13.0,14.0,49.0,1,1,Phoenix,4.0,16.0,14.0,5.0,36.0,82.0,21.0,29.0,97.0,10.0,5.0,23.0,24.0,Miami,3/21/2017_Miami_Phoenix
2106,8.0,24.0,22.0,5.0,37.0,77.0,18.0,22.0,9.0,19.0,100.0,12.0,15.0,33.0,0,1,Minnesota,7.0,15.0,20.0,2.0,32.0,72.0,22.0,25.0,93.0,12.0,10.0,24.0,23.0,San Antonio,3/21/2017_Minnesota_San Antonio
2107,7.0,15.0,20.0,2.0,32.0,72.0,22.0,25.0,12.0,24.0,93.0,10.0,23.0,39.0,1,0,San Antonio,8.0,24.0,22.0,5.0,37.0,77.0,18.0,22.0,100.0,9.0,12.0,19.0,15.0,Minnesota,3/21/2017_Minnesota_San Antonio
2108,9.0,35.0,17.0,3.0,32.0,79.0,9.0,13.0,4.0,20.0,82.0,7.0,15.0,41.0,0,0,New Orleans,9.0,29.0,16.0,3.0,35.0,88.0,16.0,19.0,95.0,12.0,8.0,17.0,12.0,Memphis,3/21/2017_New Orleans_Memphis
2109,9.0,29.0,16.0,3.0,35.0,88.0,16.0,19.0,12.0,17.0,95.0,8.0,12.0,51.0,1,1,Memphis,9.0,35.0,17.0,3.0,32.0,79.0,9.0,13.0,82.0,4.0,7.0,20.0,15.0,New Orleans,3/21/2017_New Orleans_Memphis
2110,7.0,16.0,16.0,8.0,38.0,90.0,10.0,12.0,13.0,22.0,93.0,8.0,13.0,49.0,0,1,Portland,4.0,21.0,15.0,6.0,35.0,83.0,16.0,26.0,90.0,13.0,8.0,14.0,14.0,Milwaukee,3/21/2017_Portland_Milwaukee
2111,4.0,21.0,15.0,6.0,35.0,83.0,16.0,26.0,13.0,14.0,90.0,8.0,14.0,49.0,1,0,Milwaukee,7.0,16.0,16.0,8.0,38.0,90.0,10.0,12.0,93.0,13.0,8.0,22.0,13.0,Portland,3/21/2017_Portland_Milwaukee
2112,14.0,37.0,25.0,10.0,42.0,90.0,22.0,27.0,9.0,24.0,120.0,9.0,14.0,39.0,0,0,Toronto,8.0,23.0,18.0,4.0,47.0,95.0,20.0,27.0,122.0,16.0,6.0,23.0,16.0,Chicago,3/21/2017_Toronto_Chicago
2113,8.0,23.0,18.0,4.0,47.0,95.0,20.0,27.0,16.0,23.0,122.0,6.0,16.0,50.0,1,1,Chicago,14.0,37.0,25.0,10.0,42.0,90.0,22.0,27.0,120.0,9.0,9.0,24.0,14.0,Toronto,3/21/2017_Toronto_Chicago
2114,11.0,28.0,20.0,6.0,38.0,87.0,13.0,19.0,18.0,19.0,100.0,13.0,13.0,45.0,0,0,Boston,11.0,27.0,27.0,2.0,43.0,84.0,12.0,14.0,109.0,10.0,5.0,17.0,16.0,Indiana,3/22/2017_Boston_Indiana
2115,11.0,27.0,27.0,2.0,43.0,84.0,12.0,14.0,10.0,17.0,109.0,5.0,16.0,43.0,1,1,Indiana,11.0,28.0,20.0,6.0,38.0,87.0,13.0,19.0,100.0,18.0,13.0,19.0,13.0,Boston,3/22/2017_Boston_Indiana
2116,7.0,20.0,18.0,1.0,39.0,88.0,10.0,17.0,16.0,17.0,95.0,6.0,15.0,44.0,0,0,Chicago,11.0,23.0,36.0,2.0,47.0,80.0,12.0,19.0,117.0,7.0,12.0,20.0,11.0,Detroit,3/22/2017_Chicago_Detroit
2117,11.0,23.0,36.0,2.0,47.0,80.0,12.0,19.0,7.0,20.0,117.0,12.0,11.0,36.0,1,1,Detroit,7.0,20.0,18.0,1.0,39.0,88.0,10.0,17.0,95.0,16.0,6.0,17.0,15.0,Chicago,3/22/2017_Chicago_Detroit
2118,15.0,37.0,22.0,4.0,43.0,85.0,12.0,14.0,7.0,12.0,113.0,4.0,10.0,38.0,0,0,Denver,11.0,26.0,35.0,0.0,51.0,96.0,13.0,13.0,126.0,10.0,7.0,16.0,6.0,Cleveland,3/22/2017_Denver_Cleveland
2119,11.0,26.0,35.0,0.0,51.0,96.0,13.0,13.0,10.0,16.0,126.0,7.0,6.0,44.0,1,1,Cleveland,15.0,37.0,22.0,4.0,43.0,85.0,12.0,14.0,113.0,7.0,4.0,12.0,10.0,Denver,3/22/2017_Denver_Cleveland
2120,8.0,25.0,19.0,4.0,37.0,87.0,15.0,17.0,6.0,23.0,97.0,8.0,9.0,25.0,0,0,Oklahoma City,4.0,16.0,26.0,8.0,48.0,88.0,22.0,30.0,122.0,18.0,7.0,17.0,16.0,Philadelphia,3/22/2017_Oklahoma City_Philadelphia
2121,4.0,16.0,26.0,8.0,48.0,88.0,22.0,30.0,18.0,17.0,122.0,7.0,16.0,54.0,1,1,Philadelphia,8.0,25.0,19.0,4.0,37.0,87.0,15.0,17.0,97.0,6.0,8.0,23.0,9.0,Oklahoma City,3/22/2017_Oklahoma City_Philadelphia
2122,9.0,27.0,24.0,3.0,42.0,90.0,16.0,18.0,12.0,12.0,109.0,9.0,10.0,43.0,0,1,Orlando,14.0,40.0,26.0,3.0,40.0,88.0,8.0,10.0,102.0,13.0,5.0,19.0,14.0,Charlotte,3/22/2017_Orlando_Charlotte
2123,14.0,40.0,26.0,3.0,40.0,88.0,8.0,10.0,13.0,19.0,102.0,5.0,14.0,43.0,1,0,Charlotte,9.0,27.0,24.0,3.0,42.0,90.0,16.0,18.0,109.0,12.0,9.0,12.0,10.0,Orlando,3/22/2017_Orlando_Charlotte
2124,16.0,35.0,28.0,4.0,43.0,81.0,14.0,19.0,7.0,11.0,116.0,9.0,10.0,38.0,0,1,Sacramento,10.0,26.0,19.0,6.0,41.0,84.0,6.0,10.0,98.0,8.0,6.0,15.0,12.0,Milwaukee,3/22/2017_Sacramento_Milwaukee
2125,10.0,26.0,19.0,6.0,41.0,84.0,6.0,10.0,8.0,15.0,98.0,6.0,12.0,37.0,1,0,Milwaukee,16.0,35.0,28.0,4.0,43.0,81.0,14.0,19.0,116.0,7.0,9.0,11.0,10.0,Sacramento,3/22/2017_Sacramento_Milwaukee
2126,9.0,21.0,19.0,1.0,38.0,80.0,16.0,18.0,9.0,26.0,101.0,5.0,11.0,36.0,0,0,Utah,7.0,28.0,18.0,7.0,41.0,90.0,19.0,29.0,108.0,20.0,5.0,11.0,8.0,New York,3/22/2017_Utah_New York
2127,7.0,28.0,18.0,7.0,41.0,90.0,19.0,29.0,20.0,11.0,108.0,5.0,8.0,48.0,1,1,New York,9.0,21.0,19.0,1.0,38.0,80.0,16.0,18.0,101.0,9.0,5.0,26.0,11.0,Utah,3/22/2017_Utah_New York
2128,8.0,25.0,20.0,5.0,34.0,86.0,24.0,29.0,11.0,19.0,100.0,11.0,16.0,44.0,0,0,Washington,11.0,34.0,23.0,6.0,38.0,95.0,17.0,23.0,104.0,17.0,9.0,26.0,19.0,Atlanta,3/22/2017_Washington_Atlanta
2129,11.0,34.0,23.0,6.0,38.0,95.0,17.0,23.0,17.0,26.0,104.0,9.0,19.0,54.0,1,1,Atlanta,8.0,25.0,20.0,5.0,34.0,86.0,24.0,29.0,100.0,11.0,11.0,19.0,16.0,Washington,3/22/2017_Washington_Atlanta
2130,7.0,25.0,16.0,3.0,34.0,93.0,23.0,34.0,15.0,30.0,98.0,14.0,19.0,50.0,0,0,Brooklyn,8.0,29.0,25.0,5.0,43.0,95.0,32.0,42.0,126.0,17.0,11.0,26.0,17.0,Phoenix,3/23/2017_Brooklyn_Phoenix
2131,8.0,29.0,25.0,5.0,43.0,95.0,32.0,42.0,17.0,26.0,126.0,11.0,17.0,61.0,1,1,Phoenix,7.0,25.0,16.0,3.0,34.0,93.0,23.0,34.0,98.0,15.0,14.0,30.0,19.0,Brooklyn,3/23/2017_Brooklyn_Phoenix
2132,9.0,27.0,18.0,2.0,36.0,80.0,14.0,21.0,9.0,16.0,95.0,6.0,17.0,45.0,0,0,Dallas,9.0,26.0,26.0,4.0,38.0,82.0,12.0,18.0,97.0,4.0,11.0,18.0,9.0,LA Clippers,3/23/2017_Dallas_LA Clippers
2133,9.0,26.0,26.0,4.0,38.0,82.0,12.0,18.0,4.0,18.0,97.0,11.0,9.0,34.0,1,1,LA Clippers,9.0,27.0,18.0,2.0,36.0,80.0,14.0,21.0,95.0,9.0,6.0,16.0,17.0,Dallas,3/23/2017_Dallas_LA Clippers
2134,6.0,23.0,10.0,3.0,35.0,79.0,25.0,32.0,11.0,21.0,101.0,9.0,17.0,51.0,0,1,Miami,6.0,23.0,20.0,11.0,32.0,82.0,14.0,23.0,84.0,10.0,8.0,23.0,16.0,Toronto,3/23/2017_Miami_Toronto
2135,6.0,23.0,20.0,11.0,32.0,82.0,14.0,23.0,10.0,23.0,84.0,8.0,16.0,36.0,1,0,Toronto,6.0,23.0,10.0,3.0,35.0,79.0,25.0,32.0,101.0,11.0,9.0,21.0,17.0,Miami,3/23/2017_Miami_Toronto
2136,5.0,22.0,23.0,9.0,36.0,88.0,18.0,20.0,9.0,20.0,95.0,5.0,11.0,40.0,0,0,Portland,11.0,21.0,15.0,2.0,39.0,80.0,21.0,29.0,110.0,10.0,8.0,20.0,13.0,New York,3/23/2017_Portland_New York
2137,11.0,21.0,15.0,2.0,39.0,80.0,21.0,29.0,10.0,20.0,110.0,8.0,13.0,50.0,1,1,New York,5.0,22.0,23.0,9.0,36.0,88.0,18.0,20.0,95.0,9.0,5.0,20.0,11.0,Portland,3/23/2017_Portland_New York
2138,10.0,29.0,18.0,4.0,34.0,78.0,12.0,15.0,10.0,18.0,90.0,4.0,13.0,42.0,0,0,San Antonio,8.0,26.0,26.0,5.0,37.0,77.0,15.0,23.0,97.0,6.0,6.0,19.0,6.0,Memphis,3/23/2017_San Antonio_Memphis
2139,8.0,26.0,26.0,5.0,37.0,77.0,15.0,23.0,6.0,19.0,97.0,6.0,6.0,35.0,1,1,Memphis,10.0,29.0,18.0,4.0,34.0,78.0,12.0,15.0,90.0,10.0,4.0,18.0,13.0,San Antonio,3/23/2017_San Antonio_Memphis
2140,6.0,19.0,23.0,3.0,39.0,86.0,36.0,49.0,10.0,30.0,120.0,9.0,13.0,49.0,0,0,Boston,14.0,41.0,31.0,5.0,44.0,94.0,28.0,35.0,130.0,12.0,8.0,32.0,15.0,Phoenix,3/24/2017_Boston_Phoenix
2141,14.0,41.0,31.0,5.0,44.0,94.0,28.0,35.0,12.0,32.0,130.0,8.0,15.0,50.0,1,1,Phoenix,6.0,19.0,23.0,3.0,39.0,86.0,36.0,49.0,120.0,10.0,9.0,30.0,13.0,Boston,3/24/2017_Boston_Phoenix
2142,8.0,25.0,23.0,4.0,46.0,83.0,17.0,23.0,11.0,22.0,117.0,10.0,18.0,46.0,0,1,Chicago,10.0,24.0,22.0,5.0,37.0,91.0,23.0,31.0,107.0,15.0,9.0,15.0,14.0,Philadelphia,3/24/2017_Chicago_Philadelphia
2143,10.0,24.0,22.0,5.0,37.0,91.0,23.0,31.0,15.0,15.0,107.0,9.0,14.0,39.0,1,0,Philadelphia,8.0,25.0,23.0,4.0,46.0,83.0,17.0,23.0,117.0,11.0,10.0,22.0,18.0,Chicago,3/24/2017_Chicago_Philadelphia
2144,9.0,25.0,26.0,5.0,41.0,74.0,21.0,24.0,3.0,22.0,112.0,6.0,12.0,38.0,0,1,Charlotte,10.0,38.0,18.0,4.0,38.0,90.0,19.0,24.0,105.0,14.0,6.0,17.0,9.0,Cleveland,3/24/2017_Charlotte_Cleveland
2145,10.0,38.0,18.0,4.0,38.0,90.0,19.0,24.0,14.0,17.0,105.0,6.0,9.0,42.0,1,0,Cleveland,9.0,25.0,26.0,5.0,41.0,74.0,21.0,24.0,112.0,3.0,6.0,22.0,12.0,Charlotte,3/24/2017_Charlotte_Cleveland
2146,10.0,21.0,27.0,4.0,40.0,83.0,10.0,13.0,6.0,16.0,100.0,7.0,19.0,37.0,0,0,Golden State,10.0,31.0,37.0,8.0,44.0,89.0,16.0,18.0,114.0,13.0,14.0,15.0,12.0,Sacramento,3/24/2017_Golden State_Sacramento
2147,10.0,31.0,37.0,8.0,44.0,89.0,16.0,18.0,13.0,15.0,114.0,14.0,12.0,44.0,1,1,Sacramento,10.0,21.0,27.0,4.0,40.0,83.0,10.0,13.0,100.0,6.0,7.0,16.0,19.0,Golden State,3/24/2017_Golden State_Sacramento
2148,14.0,38.0,28.0,7.0,41.0,91.0,11.0,14.0,6.0,15.0,107.0,9.0,10.0,36.0,0,0,Houston,14.0,39.0,29.0,3.0,44.0,93.0,15.0,20.0,117.0,15.0,5.0,19.0,18.0,New Orleans,3/24/2017_Houston_New Orleans
2149,14.0,39.0,29.0,3.0,44.0,93.0,15.0,20.0,15.0,19.0,117.0,5.0,18.0,59.0,1,1,New Orleans,14.0,38.0,28.0,7.0,41.0,91.0,11.0,14.0,107.0,6.0,9.0,15.0,10.0,Houston,3/24/2017_Houston_New Orleans
2150,7.0,27.0,23.0,4.0,39.0,82.0,40.0,43.0,11.0,15.0,125.0,8.0,13.0,45.0,0,1,Indiana,13.0,24.0,19.0,8.0,48.0,95.0,8.0,11.0,117.0,11.0,9.0,29.0,12.0,Denver,3/24/2017_Indiana_Denver
2151,13.0,24.0,19.0,8.0,48.0,95.0,8.0,11.0,11.0,29.0,117.0,9.0,12.0,39.0,1,0,Denver,7.0,27.0,23.0,4.0,39.0,82.0,40.0,43.0,125.0,11.0,8.0,15.0,13.0,Indiana,3/24/2017_Indiana_Denver
2152,7.0,21.0,32.0,10.0,46.0,95.0,20.0,22.0,12.0,20.0,119.0,13.0,13.0,37.0,0,0,LA Lakers,14.0,23.0,26.0,2.0,46.0,88.0,24.0,28.0,130.0,9.0,6.0,23.0,20.0,Minnesota,3/24/2017_LA Lakers_Minnesota
2153,14.0,23.0,26.0,2.0,46.0,88.0,24.0,28.0,9.0,23.0,130.0,6.0,20.0,42.0,1,1,Minnesota,7.0,21.0,32.0,10.0,46.0,95.0,20.0,22.0,119.0,12.0,13.0,20.0,13.0,LA Lakers,3/24/2017_LA Lakers_Minnesota
2154,8.0,22.0,20.0,3.0,34.0,83.0,21.0,24.0,13.0,19.0,97.0,5.0,17.0,49.0,0,0,Milwaukee,8.0,27.0,27.0,6.0,39.0,88.0,14.0,16.0,100.0,9.0,10.0,23.0,8.0,Atlanta,3/24/2017_Milwaukee_Atlanta
2155,8.0,27.0,27.0,6.0,39.0,88.0,14.0,16.0,9.0,23.0,100.0,10.0,8.0,35.0,1,1,Atlanta,8.0,22.0,20.0,3.0,34.0,83.0,21.0,24.0,97.0,13.0,5.0,19.0,17.0,Milwaukee,3/24/2017_Milwaukee_Atlanta
2156,2.0,22.0,21.0,3.0,34.0,96.0,17.0,20.0,12.0,17.0,87.0,3.0,8.0,50.0,0,0,Orlando,12.0,26.0,36.0,6.0,47.0,91.0,9.0,13.0,115.0,6.0,4.0,17.0,10.0,Detroit,3/24/2017_Orlando_Detroit
2157,12.0,26.0,36.0,6.0,47.0,91.0,9.0,13.0,6.0,17.0,115.0,4.0,10.0,47.0,1,1,Detroit,2.0,22.0,21.0,3.0,34.0,96.0,17.0,20.0,87.0,12.0,3.0,17.0,8.0,Orlando,3/24/2017_Orlando_Detroit
2158,3.0,15.0,24.0,4.0,43.0,82.0,19.0,26.0,6.0,22.0,108.0,5.0,14.0,38.0,0,0,Washington,10.0,26.0,29.0,5.0,49.0,97.0,21.0,22.0,129.0,11.0,9.0,19.0,10.0,Brooklyn,3/24/2017_Washington_Brooklyn
2159,10.0,26.0,29.0,5.0,49.0,97.0,21.0,22.0,11.0,19.0,129.0,9.0,10.0,46.0,1,1,Brooklyn,3.0,15.0,24.0,4.0,43.0,82.0,19.0,26.0,108.0,6.0,5.0,22.0,14.0,Washington,3/24/2017_Washington_Brooklyn
2160,8.0,18.0,24.0,4.0,49.0,82.0,21.0,26.0,11.0,23.0,127.0,10.0,11.0,40.0,0,1,Cleveland,12.0,33.0,24.0,6.0,41.0,83.0,21.0,27.0,115.0,11.0,6.0,18.0,13.0,Washington,3/25/2017_Cleveland_Washington
2161,12.0,33.0,24.0,6.0,41.0,83.0,21.0,27.0,11.0,18.0,115.0,6.0,13.0,32.0,1,0,Washington,8.0,18.0,24.0,4.0,49.0,82.0,21.0,26.0,127.0,11.0,10.0,23.0,11.0,Cleveland,3/25/2017_Cleveland_Washington
2162,9.0,21.0,22.0,3.0,39.0,81.0,7.0,9.0,12.0,21.0,94.0,9.0,14.0,44.0,0,1,Dallas,7.0,28.0,20.0,4.0,31.0,82.0,17.0,20.0,86.0,12.0,10.0,16.0,12.0,Toronto,3/25/2017_Dallas_Toronto
2163,7.0,28.0,20.0,4.0,31.0,82.0,17.0,20.0,12.0,16.0,86.0,10.0,12.0,40.0,1,0,Toronto,9.0,21.0,22.0,3.0,39.0,81.0,7.0,9.0,94.0,12.0,9.0,21.0,14.0,Dallas,3/25/2017_Dallas_Toronto
2164,8.0,26.0,22.0,3.0,37.0,86.0,13.0,18.0,12.0,22.0,95.0,5.0,14.0,43.0,0,0,LA Clippers,7.0,27.0,14.0,5.0,38.0,84.0,25.0,28.0,108.0,11.0,9.0,17.0,10.0,Utah,3/25/2017_LA Clippers_Utah
2165,7.0,27.0,14.0,5.0,38.0,84.0,25.0,28.0,11.0,17.0,108.0,9.0,10.0,47.0,1,1,Utah,8.0,26.0,22.0,3.0,37.0,86.0,13.0,18.0,95.0,12.0,5.0,22.0,14.0,LA Clippers,3/25/2017_LA Clippers_Utah
2166,2.0,10.0,15.0,3.0,37.0,76.0,24.0,32.0,6.0,14.0,100.0,10.0,7.0,27.0,0,0,Portland,11.0,22.0,24.0,3.0,45.0,71.0,11.0,17.0,112.0,4.0,5.0,20.0,14.0,Minnesota,3/25/2017_Portland_Minnesota
2167,11.0,22.0,24.0,3.0,45.0,71.0,11.0,17.0,4.0,20.0,112.0,5.0,14.0,35.0,1,1,Minnesota,2.0,10.0,15.0,3.0,37.0,76.0,24.0,32.0,100.0,6.0,10.0,14.0,7.0,Portland,3/25/2017_Portland_Minnesota
2168,3.0,10.0,24.0,5.0,41.0,87.0,13.0,15.0,12.0,16.0,98.0,6.0,16.0,45.0,0,0,San Antonio,10.0,25.0,28.0,6.0,45.0,99.0,6.0,8.0,106.0,16.0,11.0,18.0,14.0,New York,3/25/2017_San Antonio_New York
2169,10.0,25.0,28.0,6.0,45.0,99.0,6.0,8.0,16.0,18.0,106.0,11.0,14.0,50.0,1,1,New York,3.0,10.0,24.0,5.0,41.0,87.0,13.0,15.0,98.0,12.0,6.0,16.0,16.0,San Antonio,3/25/2017_San Antonio_New York
2170,6.0,22.0,21.0,7.0,38.0,86.0,25.0,30.0,12.0,25.0,107.0,13.0,17.0,50.0,0,1,Atlanta,5.0,27.0,16.0,3.0,34.0,98.0,19.0,32.0,92.0,26.0,10.0,19.0,20.0,Brooklyn,3/26/2017_Atlanta_Brooklyn
2171,5.0,27.0,16.0,3.0,34.0,98.0,19.0,32.0,26.0,19.0,92.0,10.0,20.0,58.0,1,0,Brooklyn,6.0,22.0,21.0,7.0,38.0,86.0,25.0,30.0,107.0,12.0,13.0,25.0,17.0,Atlanta,3/26/2017_Atlanta_Brooklyn
2172,7.0,29.0,19.0,5.0,41.0,91.0,19.0,24.0,16.0,22.0,108.0,9.0,15.0,40.0,0,0,Boston,8.0,24.0,32.0,3.0,41.0,77.0,22.0,25.0,112.0,8.0,8.0,19.0,16.0,Miami,3/26/2017_Boston_Miami
