,3P,3PA,AST,BLK,FG,FGA,FT,FTA,ORB,PF,PTS,STL,TOV,TRB,is_Home,Team_Win,Team,opp_3P,opp_3PA,opp_AST,opp_BLK,opp_FG,opp_FGA,opp_FT,opp_FTA,opp_PTS,opp_ORB,opp_STL,opp_PF,opp_TOV,opponent,Game_Id
310,11.0,24.0,25.0,6.0,43.0,80.0,18.0,22.0,4.0,17.0,115.0,10.0,13.0,37.0,0,1,Minnesota,15.0,35.0,25.0,5.0,38.0,89.0,17.0,21.0,108.0,14.0,4.0,19.0,18.0,Charlotte,11/15/2016_Minnesota_Charlotte
311,15.0,35.0,25.0,5.0,38.0,89.0,17.0,21.0,14.0,19.0,108.0,4.0,18.0,43.0,1,0,Charlotte,11.0,24.0,25.0,6.0,43.0,80.0,18.0,22.0,115.0,4.0,10.0,17.0,13.0,Minnesota,11/15/2016_Minnesota_Charlotte
312,7.0,20.0,16.0,4.0,41.0,98.0,24.0,28.0,19.0,19.0,113.0,7.0,10.0,67.0,0,1,Portland,9.0,34.0,17.0,4.0,34.0,95.0,11.0,18.0,88.0,15.0,8.0,18.0,11.0,Chicago,11/15/2016_Portland_Chicago
313,9.0,34.0,17.0,4.0,34.0,95.0,11.0,18.0,15.0,18.0,88.0,8.0,11.0,49.0,1,0,Chicago,7.0,20.0,16.0,4.0,41.0,98.0,24.0,28.0,113.0,19.0,7.0,19.0,10.0,Portland,11/15/2016_Portland_Chicago
314,8.0,32.0,25.0,2.0,39.0,98.0,14.0,18.0,15.0,25.0,100.0,9.0,14.0,47.0,0,0,Atlanta,10.0,32.0,29.0,8.0,35.0,72.0,27.0,31.0,107.0,3.0,6.0,17.0,16.0,Milwaukee,11/16/2016_Atlanta_Milwaukee
315,10.0,32.0,29.0,8.0,35.0,72.0,27.0,31.0,3.0,17.0,107.0,6.0,16.0,39.0,1,1,Milwaukee,8.0,32.0,25.0,2.0,39.0,98.0,14.0,18.0,100.0,15.0,9.0,25.0,14.0,Atlanta,11/16/2016_Atlanta_Milwaukee
316,8.0,23.0,16.0,3.0,34.0,83.0,7.0,10.0,5.0,19.0,83.0,9.0,9.0,32.0,0,0,Boston,7.0,21.0,18.0,3.0,33.0,76.0,17.0,23.0,90.0,13.0,6.0,17.0,19.0,Dallas,11/16/2016_Boston_Dallas
317,7.0,21.0,18.0,3.0,33.0,76.0,17.0,23.0,13.0,17.0,90.0,6.0,19.0,53.0,1,1,Dallas,8.0,23.0,16.0,3.0,34.0,83.0,7.0,10.0,83.0,5.0,9.0,19.0,9.0,Boston,11/16/2016_Boston_Dallas
318,8.0,20.0,14.0,4.0,39.0,79.0,18.0,29.0,7.0,29.0,104.0,8.0,16.0,35.0,0,0,Denver,8.0,17.0,23.0,4.0,45.0,93.0,22.0,24.0,120.0,14.0,8.0,24.0,14.0,Phoenix,11/16/2016_Denver_Phoenix
319,8.0,17.0,23.0,4.0,45.0,93.0,22.0,24.0,14.0,24.0,120.0,8.0,14.0,49.0,1,1,Phoenix,8.0,20.0,14.0,4.0,39.0,79.0,18.0,29.0,104.0,7.0,8.0,29.0,16.0,Denver,11/16/2016_Denver_Phoenix
320,11.0,30.0,19.0,5.0,35.0,86.0,12.0,20.0,11.0,16.0,93.0,3.0,18.0,51.0,0,0,Indiana,10.0,28.0,22.0,12.0,43.0,86.0,7.0,11.0,103.0,5.0,8.0,16.0,10.0,Cleveland,11/16/2016_Indiana_Cleveland
321,10.0,28.0,22.0,12.0,43.0,86.0,7.0,11.0,5.0,16.0,103.0,8.0,10.0,40.0,1,1,Cleveland,11.0,30.0,19.0,5.0,35.0,86.0,12.0,20.0,93.0,11.0,3.0,16.0,18.0,Indiana,11/16/2016_Indiana_Cleveland
322,15.0,26.0,24.0,2.0,40.0,82.0,16.0,19.0,9.0,22.0,111.0,6.0,15.0,43.0,0,1,LA Clippers,9.0,25.0,15.0,7.0,37.0,81.0,24.0,34.0,107.0,8.0,13.0,19.0,8.0,Memphis,11/16/2016_LA Clippers_Memphis
323,9.0,25.0,15.0,7.0,37.0,81.0,24.0,34.0,8.0,19.0,107.0,13.0,8.0,36.0,1,0,Memphis,15.0,26.0,24.0,2.0,40.0,82.0,16.0,19.0,111.0,9.0,6.0,22.0,15.0,LA Clippers,11/16/2016_LA Clippers_Memphis
324,8.0,23.0,19.0,1.0,42.0,85.0,10.0,12.0,8.0,14.0,102.0,6.0,10.0,40.0,0,0,New York,9.0,25.0,24.0,9.0,42.0,93.0,12.0,19.0,105.0,19.0,8.0,11.0,9.0,Detroit,11/16/2016_New York_Detroit
325,9.0,25.0,24.0,9.0,42.0,93.0,12.0,19.0,19.0,11.0,105.0,8.0,9.0,52.0,1,1,Detroit,8.0,23.0,19.0,1.0,42.0,85.0,10.0,12.0,102.0,8.0,6.0,14.0,10.0,New York,11/16/2016_New York_Detroit
326,14.0,40.0,25.0,4.0,40.0,92.0,9.0,14.0,12.0,10.0,103.0,10.0,16.0,47.0,0,0,Oklahoma City,12.0,25.0,25.0,7.0,40.0,84.0,13.0,14.0,105.0,5.0,7.0,15.0,16.0,Houston,11/16/2016_Oklahoma City_Houston
327,12.0,25.0,25.0,7.0,40.0,84.0,13.0,14.0,5.0,15.0,105.0,7.0,16.0,44.0,1,1,Houston,14.0,40.0,25.0,4.0,40.0,92.0,9.0,14.0,103.0,12.0,10.0,10.0,16.0,Oklahoma City,11/16/2016_Oklahoma City_Houston
328,7.0,21.0,19.0,9.0,30.0,82.0,15.0,19.0,9.0,16.0,82.0,5.0,17.0,48.0,0,0,Orlando,10.0,27.0,17.0,7.0,34.0,88.0,11.0,19.0,89.0,13.0,7.0,15.0,12.0,New Orleans,11/16/2016_Orlando_New Orleans
329,10.0,27.0,17.0,7.0,34.0,88.0,11.0,19.0,13.0,15.0,89.0,7.0,12.0,50.0,1,1,New Orleans,7.0,21.0,19.0,9.0,30.0,82.0,15.0,19.0,82.0,9.0,5.0,16.0,17.0,Orlando,11/16/2016_Orlando_New Orleans
330,8.0,23.0,18.0,1.0,38.0,91.0,18.0,25.0,11.0,26.0,102.0,8.0,11.0,40.0,0,0,Philadelphia,10.0,28.0,30.0,1.0,42.0,77.0,15.0,22.0,109.0,5.0,6.0,26.0,17.0,Washington,11/16/2016_Philadelphia_Washington
331,10.0,28.0,30.0,1.0,42.0,77.0,15.0,22.0,5.0,26.0,109.0,6.0,17.0,41.0,1,1,Washington,8.0,23.0,18.0,1.0,38.0,91.0,18.0,25.0,102.0,11.0,8.0,26.0,11.0,Philadelphia,11/16/2016_Philadelphia_Washington
332,11.0,30.0,29.0,7.0,43.0,88.0,13.0,17.0,9.0,21.0,110.0,11.0,11.0,37.0,0,1,Sacramento,9.0,20.0,21.0,3.0,36.0,76.0,24.0,31.0,105.0,10.0,5.0,17.0,16.0,San Antonio,11/16/2016_Sacramento_San Antonio
333,9.0,20.0,21.0,3.0,36.0,76.0,24.0,31.0,10.0,17.0,105.0,5.0,16.0,46.0,1,0,San Antonio,11.0,30.0,29.0,7.0,43.0,88.0,13.0,17.0,110.0,9.0,11.0,21.0,11.0,Sacramento,11/16/2016_Sacramento_San Antonio
334,13.0,36.0,33.0,7.0,44.0,87.0,26.0,28.0,7.0,25.0,127.0,9.0,12.0,35.0,0,1,Toronto,10.0,25.0,16.0,1.0,37.0,82.0,37.0,41.0,121.0,13.0,8.0,22.0,14.0,Golden State,11/16/2016_Toronto_Golden State
335,10.0,25.0,16.0,1.0,37.0,82.0,37.0,41.0,13.0,22.0,121.0,8.0,14.0,46.0,1,0,Golden State,13.0,36.0,33.0,7.0,44.0,87.0,26.0,28.0,127.0,7.0,9.0,25.0,12.0,Toronto,11/16/2016_Toronto_Golden State
336,10.0,28.0,24.0,4.0,41.0,90.0,17.0,21.0,10.0,19.0,109.0,6.0,12.0,41.0,0,0,Houston,14.0,32.0,26.0,6.0,46.0,95.0,20.0,25.0,126.0,17.0,6.0,17.0,13.0,Portland,11/17/2016_Houston_Portland
337,14.0,32.0,26.0,6.0,46.0,95.0,20.0,25.0,17.0,17.0,126.0,6.0,13.0,54.0,1,1,Portland,10.0,28.0,24.0,4.0,41.0,90.0,17.0,21.0,109.0,10.0,6.0,19.0,12.0,Houston,11/17/2016_Houston_Portland
338,7.0,23.0,20.0,8.0,28.0,85.0,10.0,13.0,12.0,20.0,73.0,4.0,13.0,48.0,0,0,Miami,7.0,30.0,19.0,8.0,39.0,97.0,11.0,21.0,96.0,17.0,5.0,18.0,7.0,Milwaukee,11/17/2016_Miami_Milwaukee
339,7.0,30.0,19.0,8.0,39.0,97.0,11.0,21.0,17.0,18.0,96.0,5.0,7.0,59.0,1,1,Milwaukee,7.0,23.0,20.0,8.0,28.0,85.0,10.0,13.0,73.0,12.0,4.0,20.0,13.0,Miami,11/17/2016_Miami_Milwaukee
340,9.0,32.0,15.0,2.0,31.0,83.0,15.0,19.0,13.0,17.0,86.0,9.0,15.0,40.0,0,0,Minnesota,6.0,25.0,18.0,8.0,43.0,84.0,18.0,20.0,110.0,14.0,7.0,19.0,13.0,Philadelphia,11/17/2016_Minnesota_Philadelphia
341,6.0,25.0,18.0,8.0,43.0,84.0,18.0,20.0,14.0,19.0,110.0,7.0,13.0,48.0,1,1,Philadelphia,9.0,32.0,15.0,2.0,31.0,83.0,15.0,19.0,86.0,13.0,9.0,17.0,15.0,Minnesota,11/17/2016_Minnesota_Philadelphia
342,5.0,17.0,8.0,6.0,33.0,90.0,14.0,16.0,14.0,16.0,85.0,7.0,8.0,46.0,0,1,Utah,5.0,25.0,11.0,3.0,30.0,78.0,12.0,14.0,77.0,10.0,4.0,14.0,13.0,Chicago,11/17/2016_Utah_Chicago
343,5.0,25.0,11.0,3.0,30.0,78.0,12.0,14.0,10.0,14.0,77.0,4.0,13.0,48.0,1,0,Chicago,5.0,17.0,8.0,6.0,33.0,90.0,14.0,16.0,85.0,14.0,7.0,16.0,8.0,Utah,11/17/2016_Utah_Chicago
344,12.0,29.0,23.0,1.0,41.0,86.0,18.0,20.0,10.0,20.0,112.0,9.0,13.0,36.0,0,0,Washington,15.0,25.0,26.0,2.0,44.0,81.0,16.0,18.0,119.0,7.0,7.0,21.0,15.0,New York,11/17/2016_Washington_New York
345,15.0,25.0,26.0,2.0,44.0,81.0,16.0,18.0,7.0,21.0,119.0,7.0,15.0,37.0,1,1,New York,12.0,29.0,23.0,1.0,41.0,86.0,18.0,20.0,112.0,10.0,9.0,20.0,13.0,Washington,11/17/2016_Washington_New York
346,9.0,28.0,33.0,7.0,44.0,90.0,7.0,12.0,9.0,20.0,104.0,10.0,11.0,50.0,0,1,Boston,11.0,32.0,19.0,3.0,31.0,83.0,15.0,19.0,88.0,7.0,6.0,12.0,13.0,Golden State,11/18/2016_Boston_Golden State
347,11.0,32.0,19.0,3.0,31.0,83.0,15.0,19.0,7.0,12.0,88.0,6.0,13.0,43.0,1,0,Golden State,9.0,28.0,33.0,7.0,44.0,90.0,7.0,12.0,104.0,9.0,10.0,20.0,11.0,Boston,11/18/2016_Boston_Golden State
348,7.0,28.0,25.0,6.0,39.0,84.0,11.0,17.0,8.0,18.0,96.0,9.0,16.0,49.0,0,0,Charlotte,10.0,29.0,25.0,4.0,37.0,90.0,16.0,24.0,100.0,8.0,11.0,16.0,11.0,Atlanta,11/18/2016_Charlotte_Atlanta
349,10.0,29.0,25.0,4.0,37.0,90.0,16.0,24.0,8.0,16.0,100.0,11.0,11.0,44.0,1,1,Atlanta,7.0,28.0,25.0,6.0,39.0,84.0,11.0,17.0,96.0,8.0,9.0,18.0,16.0,Charlotte,11/18/2016_Charlotte_Atlanta
350,6.0,19.0,23.0,4.0,29.0,93.0,17.0,20.0,11.0,15.0,81.0,5.0,7.0,44.0,0,0,Cleveland,11.0,25.0,26.0,8.0,40.0,83.0,13.0,14.0,104.0,5.0,4.0,14.0,13.0,Detroit,11/18/2016_Cleveland_Detroit
351,11.0,25.0,26.0,8.0,40.0,83.0,13.0,14.0,5.0,14.0,104.0,4.0,13.0,52.0,1,1,Detroit,6.0,19.0,23.0,4.0,29.0,93.0,17.0,20.0,81.0,11.0,5.0,15.0,7.0,Cleveland,11/18/2016_Cleveland_Detroit
352,9.0,25.0,16.0,3.0,31.0,77.0,9.0,12.0,7.0,25.0,80.0,7.0,12.0,48.0,0,1,Dallas,5.0,25.0,9.0,7.0,21.0,73.0,17.0,22.0,64.0,10.0,3.0,14.0,17.0,Memphis,11/18/2016_Dallas_Memphis
353,5.0,25.0,9.0,7.0,21.0,73.0,17.0,22.0,10.0,14.0,64.0,3.0,17.0,45.0,1,0,Memphis,9.0,25.0,16.0,3.0,31.0,77.0,9.0,12.0,80.0,7.0,7.0,25.0,12.0,Dallas,11/18/2016_Dallas_Memphis
354,8.0,23.0,23.0,2.0,43.0,94.0,19.0,31.0,7.0,25.0,113.0,8.0,12.0,45.0,0,1,Denver,4.0,25.0,29.0,3.0,39.0,83.0,29.0,39.0,111.0,9.0,8.0,26.0,19.0,Toronto,11/18/2016_Denver_Toronto
355,4.0,25.0,29.0,3.0,39.0,83.0,29.0,39.0,9.0,26.0,111.0,8.0,19.0,58.0,1,0,Toronto,8.0,23.0,23.0,2.0,43.0,94.0,19.0,31.0,113.0,7.0,8.0,25.0,12.0,Denver,11/18/2016_Denver_Toronto
356,9.0,26.0,21.0,7.0,46.0,97.0,15.0,18.0,18.0,28.0,116.0,14.0,11.0,46.0,0,1,Indiana,1.0,7.0,18.0,8.0,36.0,76.0,23.0,29.0,96.0,10.0,5.0,19.0,18.0,Phoenix,11/18/2016_Indiana_Phoenix
357,1.0,7.0,18.0,8.0,36.0,76.0,23.0,29.0,10.0,19.0,96.0,5.0,18.0,35.0,1,0,Phoenix,9.0,26.0,21.0,7.0,46.0,97.0,15.0,18.0,116.0,18.0,14.0,28.0,11.0,Indiana,11/18/2016_Indiana_Phoenix
358,10.0,24.0,30.0,6.0,44.0,78.0,18.0,19.0,3.0,18.0,116.0,8.0,12.0,34.0,0,1,LA Lakers,12.0,25.0,24.0,1.0,39.0,87.0,17.0,21.0,107.0,15.0,6.0,21.0,13.0,San Antonio,11/18/2016_LA Lakers_San Antonio
359,12.0,25.0,24.0,1.0,39.0,87.0,17.0,21.0,15.0,21.0,107.0,6.0,13.0,45.0,1,0,San Antonio,10.0,24.0,30.0,6.0,44.0,78.0,18.0,19.0,116.0,3.0,8.0,18.0,12.0,LA Lakers,11/18/2016_LA Lakers_San Antonio
360,12.0,34.0,19.0,1.0,33.0,88.0,23.0,26.0,13.0,21.0,101.0,2.0,14.0,48.0,0,0,New Orleans,9.0,24.0,31.0,12.0,45.0,82.0,14.0,20.0,113.0,1.0,9.0,21.0,8.0,Portland,11/18/2016_New Orleans_Portland
361,9.0,24.0,31.0,12.0,45.0,82.0,14.0,20.0,1.0,21.0,113.0,9.0,8.0,37.0,1,1,Portland,12.0,34.0,19.0,1.0,33.0,88.0,23.0,26.0,101.0,13.0,2.0,21.0,14.0,New Orleans,11/18/2016_New Orleans_Portland
362,11.0,29.0,19.0,2.0,35.0,83.0,24.0,30.0,7.0,19.0,105.0,6.0,16.0,30.0,0,0,Oklahoma City,7.0,26.0,23.0,5.0,49.0,89.0,19.0,24.0,124.0,10.0,9.0,24.0,16.0,Brooklyn,11/18/2016_Oklahoma City_Brooklyn
363,7.0,26.0,23.0,5.0,49.0,89.0,19.0,24.0,10.0,24.0,124.0,9.0,16.0,46.0,1,1,Brooklyn,11.0,29.0,19.0,2.0,35.0,83.0,24.0,30.0,105.0,7.0,6.0,19.0,16.0,Oklahoma City,11/18/2016_Oklahoma City_Brooklyn
364,13.0,29.0,27.0,6.0,40.0,76.0,28.0,34.0,5.0,24.0,121.0,7.0,14.0,37.0,0,1,Sacramento,10.0,26.0,21.0,4.0,38.0,86.0,29.0,35.0,115.0,9.0,7.0,24.0,14.0,LA Clippers,11/18/2016_Sacramento_LA Clippers
365,10.0,26.0,21.0,4.0,38.0,86.0,29.0,35.0,9.0,24.0,115.0,7.0,14.0,37.0,1,0,LA Clippers,13.0,29.0,27.0,6.0,40.0,76.0,28.0,34.0,121.0,5.0,7.0,24.0,14.0,Sacramento,11/18/2016_Sacramento_LA Clippers
366,12.0,31.0,22.0,7.0,33.0,82.0,16.0,17.0,9.0,13.0,94.0,3.0,8.0,46.0,0,1,Detroit,7.0,20.0,22.0,4.0,37.0,86.0,11.0,16.0,92.0,11.0,5.0,13.0,5.0,Boston,11/19/2016_Detroit_Boston
367,7.0,20.0,22.0,4.0,37.0,86.0,11.0,16.0,11.0,13.0,92.0,5.0,5.0,50.0,1,0,Boston,12.0,31.0,22.0,7.0,33.0,82.0,16.0,17.0,94.0,9.0,3.0,13.0,8.0,Detroit,11/19/2016_Detroit_Boston
368,12.0,27.0,22.0,5.0,39.0,76.0,12.0,17.0,5.0,17.0,102.0,3.0,12.0,43.0,0,0,Houston,12.0,32.0,28.0,3.0,42.0,94.0,15.0,20.0,111.0,10.0,8.0,16.0,4.0,Utah,11/19/2016_Houston_Utah
369,12.0,32.0,28.0,3.0,42.0,94.0,15.0,20.0,10.0,16.0,111.0,8.0,4.0,39.0,1,1,Utah,12.0,27.0,22.0,5.0,39.0,76.0,12.0,17.0,102.0,5.0,3.0,17.0,12.0,Houston,11/19/2016_Houston_Utah
370,9.0,30.0,17.0,4.0,33.0,77.0,20.0,24.0,15.0,20.0,95.0,8.0,10.0,40.0,0,0,LA Clippers,11.0,27.0,20.0,2.0,36.0,77.0,19.0,23.0,102.0,12.0,6.0,20.0,14.0,Chicago,11/19/2016_LA Clippers_Chicago
371,11.0,27.0,20.0,2.0,36.0,77.0,19.0,23.0,12.0,20.0,102.0,6.0,14.0,39.0,1,1,Chicago,9.0,30.0,17.0,4.0,33.0,77.0,20.0,24.0,95.0,15.0,8.0,20.0,10.0,LA Clippers,11/19/2016_LA Clippers_Chicago
372,7.0,22.0,16.0,5.0,25.0,64.0,14.0,22.0,5.0,25.0,71.0,5.0,16.0,34.0,0,0,Memphis,2.0,18.0,15.0,7.0,29.0,76.0,33.0,38.0,93.0,13.0,8.0,19.0,9.0,Minnesota,11/19/2016_Memphis_Minnesota
373,2.0,18.0,15.0,7.0,29.0,76.0,33.0,38.0,13.0,19.0,93.0,8.0,9.0,46.0,1,1,Minnesota,7.0,22.0,16.0,5.0,25.0,64.0,14.0,22.0,71.0,5.0,5.0,25.0,16.0,Memphis,11/19/2016_Memphis_Minnesota
374,14.0,38.0,30.0,5.0,42.0,95.0,26.0,32.0,18.0,25.0,124.0,8.0,12.0,45.0,0,1,Milwaukee,10.0,20.0,27.0,1.0,46.0,89.0,19.0,25.0,121.0,10.0,7.0,23.0,13.0,Golden State,11/19/2016_Milwaukee_Golden State
375,10.0,20.0,27.0,1.0,46.0,89.0,19.0,25.0,10.0,23.0,121.0,7.0,13.0,41.0,1,0,Golden State,14.0,38.0,30.0,5.0,42.0,95.0,26.0,32.0,124.0,18.0,8.0,25.0,12.0,Milwaukee,11/19/2016_Milwaukee_Golden State
376,15.0,43.0,29.0,5.0,40.0,97.0,21.0,28.0,8.0,21.0,116.0,7.0,14.0,52.0,0,0,New Orleans,14.0,36.0,27.0,6.0,43.0,98.0,21.0,25.0,121.0,10.0,9.0,23.0,11.0,Charlotte,11/19/2016_New Orleans_Charlotte
377,14.0,36.0,27.0,6.0,43.0,98.0,21.0,25.0,10.0,23.0,121.0,9.0,11.0,53.0,1,1,Charlotte,15.0,43.0,29.0,5.0,40.0,97.0,21.0,28.0,116.0,8.0,7.0,21.0,14.0,New Orleans,11/19/2016_New Orleans_Charlotte
378,13.0,28.0,13.0,5.0,26.0,77.0,22.0,27.0,5.0,16.0,87.0,8.0,13.0,34.0,0,0,Orlando,8.0,21.0,17.0,8.0,34.0,78.0,19.0,22.0,95.0,10.0,6.0,21.0,19.0,Dallas,11/19/2016_Orlando_Dallas
379,8.0,21.0,17.0,8.0,34.0,78.0,19.0,22.0,10.0,21.0,95.0,6.0,19.0,50.0,1,1,Dallas,13.0,28.0,13.0,5.0,26.0,77.0,22.0,27.0,87.0,5.0,8.0,16.0,13.0,Orlando,11/19/2016_Orlando_Dallas
380,6.0,21.0,18.0,7.0,39.0,92.0,21.0,34.0,12.0,19.0,105.0,11.0,15.0,44.0,0,0,Philadelphia,17.0,35.0,33.0,9.0,45.0,86.0,13.0,20.0,120.0,6.0,11.0,23.0,18.0,Phoenix,11/19/2016_Philadelphia_Phoenix
381,17.0,35.0,33.0,9.0,45.0,86.0,13.0,20.0,6.0,23.0,120.0,11.0,18.0,44.0,1,1,Phoenix,6.0,21.0,18.0,7.0,39.0,92.0,21.0,34.0,105.0,12.0,11.0,19.0,15.0,Philadelphia,11/19/2016_Philadelphia_Phoenix
382,13.0,27.0,21.0,7.0,43.0,85.0,15.0,26.0,18.0,21.0,114.0,5.0,16.0,48.0,0,1,Washington,11.0,27.0,22.0,5.0,42.0,88.0,16.0,22.0,111.0,12.0,9.0,22.0,10.0,Miami,11/19/2016_Washington_Miami
383,11.0,27.0,22.0,5.0,42.0,88.0,16.0,22.0,12.0,22.0,111.0,9.0,10.0,38.0,1,0,Miami,13.0,27.0,21.0,7.0,43.0,85.0,15.0,26.0,114.0,18.0,5.0,21.0,16.0,Washington,11/19/2016_Washington_Miami
384,15.0,36.0,23.0,7.0,49.0,85.0,16.0,21.0,8.0,30.0,129.0,4.0,15.0,50.0,0,1,Brooklyn,10.0,35.0,22.0,3.0,37.0,93.0,25.0,31.0,109.0,11.0,5.0,20.0,9.0,Portland,11/20/2016_Brooklyn_Portland
385,10.0,35.0,22.0,3.0,37.0,93.0,25.0,31.0,11.0,20.0,109.0,5.0,9.0,36.0,1,0,Portland,15.0,36.0,23.0,7.0,49.0,85.0,16.0,21.0,129.0,8.0,4.0,30.0,15.0,Brooklyn,11/20/2016_Brooklyn_Portland
386,7.0,26.0,15.0,6.0,33.0,85.0,18.0,23.0,14.0,22.0,91.0,3.0,10.0,49.0,0,0,Denver,8.0,22.0,31.0,2.0,42.0,86.0,13.0,30.0,105.0,12.0,4.0,19.0,8.0,Utah,11/20/2016_Denver_Utah
387,8.0,22.0,31.0,2.0,42.0,86.0,13.0,30.0,12.0,19.0,105.0,4.0,8.0,49.0,1,1,Utah,7.0,26.0,15.0,6.0,33.0,85.0,18.0,23.0,91.0,14.0,3.0,22.0,10.0,Denver,11/20/2016_Denver_Utah
388,8.0,22.0,27.0,3.0,45.0,87.0,20.0,28.0,16.0,16.0,118.0,6.0,16.0,56.0,0,1,LA Lakers,13.0,31.0,26.0,3.0,41.0,93.0,15.0,21.0,110.0,10.0,11.0,19.0,10.0,Chicago,11/20/2016_LA Lakers_Chicago
389,13.0,31.0,26.0,3.0,41.0,93.0,15.0,21.0,10.0,19.0,110.0,11.0,10.0,37.0,1,0,Chicago,8.0,22.0,27.0,3.0,45.0,87.0,20.0,28.0,118.0,16.0,6.0,16.0,16.0,LA Lakers,11/20/2016_LA Lakers_Chicago
390,6.0,21.0,17.0,6.0,34.0,85.0,20.0,29.0,14.0,15.0,94.0,7.0,13.0,48.0,0,0,New York,10.0,27.0,21.0,1.0,42.0,88.0,10.0,14.0,104.0,11.0,8.0,23.0,15.0,Atlanta,11/20/2016_New York_Atlanta
391,10.0,27.0,21.0,1.0,42.0,88.0,10.0,14.0,11.0,23.0,104.0,8.0,15.0,50.0,1,1,Atlanta,6.0,21.0,17.0,6.0,34.0,85.0,20.0,29.0,94.0,14.0,7.0,15.0,13.0,New York,11/20/2016_New York_Atlanta
392,11.0,22.0,23.0,2.0,40.0,89.0,24.0,31.0,15.0,20.0,115.0,13.0,22.0,51.0,0,1,Oklahoma City,10.0,36.0,28.0,7.0,44.0,101.0,13.0,18.0,111.0,15.0,10.0,23.0,20.0,Indiana,11/20/2016_Oklahoma City_Indiana
393,10.0,36.0,28.0,7.0,44.0,101.0,13.0,18.0,15.0,23.0,111.0,10.0,20.0,49.0,1,0,Indiana,11.0,22.0,23.0,2.0,40.0,89.0,24.0,31.0,115.0,15.0,13.0,20.0,22.0,Oklahoma City,11/20/2016_Oklahoma City_Indiana
394,9.0,24.0,16.0,6.0,34.0,85.0,22.0,24.0,16.0,21.0,99.0,7.0,15.0,48.0,0,0,Sacramento,11.0,27.0,26.0,8.0,36.0,81.0,19.0,25.0,102.0,4.0,8.0,18.0,13.0,Toronto,11/20/2016_Sacramento_Toronto
395,11.0,27.0,26.0,8.0,36.0,81.0,19.0,25.0,4.0,18.0,102.0,8.0,13.0,37.0,1,1,Toronto,9.0,24.0,16.0,6.0,34.0,85.0,22.0,24.0,99.0,16.0,7.0,21.0,15.0,Sacramento,11/20/2016_Sacramento_Toronto
396,12.0,26.0,24.0,8.0,40.0,84.0,13.0,17.0,6.0,24.0,105.0,7.0,10.0,40.0,0,1,Charlotte,9.0,31.0,20.0,9.0,30.0,73.0,21.0,33.0,90.0,8.0,6.0,13.0,10.0,Memphis,11/21/2016_Charlotte_Memphis
397,9.0,31.0,20.0,9.0,30.0,73.0,21.0,33.0,8.0,13.0,90.0,6.0,10.0,39.0,1,0,Memphis,12.0,26.0,24.0,8.0,40.0,84.0,13.0,17.0,105.0,6.0,7.0,24.0,10.0,Charlotte,11/21/2016_Charlotte_Memphis
398,10.0,31.0,22.0,6.0,35.0,78.0,19.0,27.0,12.0,20.0,99.0,4.0,15.0,46.0,0,1,Detroit,7.0,17.0,19.0,3.0,36.0,87.0,17.0,24.0,96.0,12.0,7.0,20.0,14.0,Houston,11/21/2016_Detroit_Houston
399,7.0,17.0,19.0,3.0,36.0,87.0,17.0,24.0,12.0,20.0,96.0,7.0,14.0,39.0,1,0,Houston,10.0,31.0,22.0,6.0,35.0,78.0,19.0,27.0,99.0,12.0,4.0,20.0,15.0,Detroit,11/21/2016_Detroit_Houston
400,13.0,36.0,31.0,10.0,40.0,90.0,27.0,32.0,12.0,17.0,120.0,9.0,12.0,60.0,0,1,Indiana,6.0,23.0,13.0,4.0,33.0,103.0,11.0,12.0,83.0,15.0,5.0,23.0,11.0,Golden State,11/21/2016_Indiana_Golden State
401,6.0,23.0,13.0,4.0,33.0,103.0,11.0,12.0,15.0,23.0,83.0,5.0,11.0,49.0,1,0,Golden State,13.0,36.0,31.0,10.0,40.0,90.0,27.0,32.0,120.0,12.0,9.0,17.0,12.0,Indiana,11/21/2016_Indiana_Golden State
402,8.0,19.0,19.0,2.0,40.0,80.0,27.0,32.0,4.0,31.0,115.0,10.0,11.0,32.0,0,0,LA Clippers,10.0,25.0,23.0,4.0,39.0,74.0,35.0,42.0,123.0,6.0,5.0,24.0,14.0,Toronto,11/21/2016_LA Clippers_Toronto
403,10.0,25.0,23.0,4.0,39.0,74.0,35.0,42.0,6.0,24.0,123.0,5.0,14.0,42.0,1,1,Toronto,8.0,19.0,19.0,2.0,40.0,80.0,27.0,32.0,115.0,4.0,10.0,31.0,11.0,LA Clippers,11/21/2016_LA Clippers_Toronto
404,7.0,25.0,21.0,5.0,32.0,77.0,18.0,24.0,10.0,18.0,89.0,8.0,24.0,54.0,0,0,Milwaukee,8.0,29.0,25.0,9.0,35.0,86.0,15.0,21.0,93.0,7.0,16.0,22.0,13.0,Orlando,11/21/2016_Milwaukee_Orlando
405,8.0,29.0,25.0,9.0,35.0,86.0,15.0,21.0,7.0,22.0,93.0,16.0,13.0,37.0,1,1,Orlando,7.0,25.0,21.0,5.0,32.0,77.0,18.0,24.0,89.0,10.0,8.0,18.0,24.0,Milwaukee,11/21/2016_Milwaukee_Orlando
406,12.0,38.0,20.0,4.0,38.0,84.0,11.0,14.0,6.0,21.0,99.0,5.0,11.0,39.0,0,1,Minnesota,4.0,24.0,23.0,4.0,36.0,86.0,17.0,25.0,93.0,16.0,5.0,19.0,15.0,Boston,11/21/2016_Minnesota_Boston
